Samples;2048;Curves ;40;SampleDist;4.883E-04;Stímulus;Flimmer 4Hz
Point;Curve_1;Curve_2;Curve_3;Curve_4;Curve_5;Curve_6;Curve_7;Curve_8;Curve_9;Curve_10;Curve_11;Curve_12;Curve_13;Curve_14;Curve_15;Curve_16;Curve_17;Curve_18;Curve_19;Curve_20;Curve_21;Curve_22;Curve_23;Curve_24;Curve_25;Curve_26;Curve_27;Curve_28;Curve_29;Curve_30;Curve_31;Curve_32;Curve_33;Curve_34;Curve_35;Curve_36;Curve_37;Curve_38;Curve_39;Curve_40;
866;2.631E-05;-5.028E-05;1.137E-04;8.782E-05;9.039E-05;9.335E-07;2.767E-06;1.169E-05;9.611E-05;-8.540E-06;9.976E-06;1.024E-04;-8.512E-05;7.227E-05;2.972E-05;6.644E-05;-5.370E-05;1.397E-04;-9.239E-05;1.606E-04;-7.458E-05;4.296E-05;3.066E-05;4.742E-05;-4.034E-05;9.501E-05;-7.796E-06;2.020E-05;4.384E-05;3.041E-05;-4.928E-05;7.524E-05;1.958E-05;3.311E-05;6.217E-05;3.244E-05;1.189E-04;-1.591E-05;2.076E-05;-6.418E-05;
867;2.598E-05;-4.973E-05;1.131E-04;8.673E-05;9.151E-05;8.729E-07;9.799E-07;1.217E-05;9.914E-05;-8.722E-06;5.524E-06;1.050E-04;-8.197E-05;7.352E-05;2.996E-05;6.874E-05;-5.655E-05;1.398E-04;-9.324E-05;1.620E-04;-7.422E-05;4.466E-05;3.205E-05;4.693E-05;-3.692E-05;9.595E-05;-8.796E-06;2.068E-05;4.311E-05;3.598E-05;-4.858E-05;7.802E-05;2.010E-05;3.366E-05;6.492E-05;3.069E-05;9.606E-05;-1.485E-05;2.149E-05;-7.160E-05;
868;2.640E-05;-4.922E-05;1.130E-04;8.648E-05;9.311E-05;3.883E-07;-3.224E-07;1.165E-05;1.003E-04;-8.964E-06;1.345E-06;1.080E-04;-8.046E-05;7.330E-05;2.790E-05;7.428E-05;-6.030E-05;1.394E-04;-9.487E-05;1.628E-04;-7.398E-05;4.596E-05;3.520E-05;4.469E-05;-3.679E-05;9.686E-05;-8.039E-06;2.059E-05;4.217E-05;3.962E-05;-4.946E-05;8.051E-05;1.982E-05;3.350E-05;6.680E-05;2.842E-05;8.119E-05;-1.246E-05;2.198E-05;-7.720E-05;
869;2.774E-05;-4.797E-05;1.136E-04;8.561E-05;9.451E-05;2.491E-08;-1.534E-06;1.105E-05;9.960E-05;-9.509E-06;-9.875E-07;1.112E-04;-7.997E-05;7.188E-05;2.172E-05;8.019E-05;-6.254E-05;1.385E-04;-9.820E-05;1.634E-04;-7.416E-05;4.693E-05;3.920E-05;4.272E-05;-4.079E-05;9.634E-05;-5.404E-06;2.077E-05;4.023E-05;4.089E-05;-5.204E-05;8.241E-05;1.840E-05;3.366E-05;6.844E-05;2.684E-05;7.319E-05;-1.049E-05;2.288E-05;-8.014E-05;
870;3.010E-05;-4.604E-05;1.150E-04;8.364E-05;9.496E-05;-3.385E-07;-1.716E-06;1.105E-05;9.881E-05;-9.418E-06;-1.260E-06;1.127E-04;-8.015E-05;7.118E-05;1.500E-05;8.567E-05;-6.479E-05;1.397E-04;-1.016E-04;1.636E-04;-7.495E-05;4.790E-05;4.341E-05;4.030E-05;-4.549E-05;9.528E-05;-1.678E-06;2.123E-05;3.766E-05;4.074E-05;-5.606E-05;8.278E-05;1.546E-05;3.369E-05;6.941E-05;2.620E-05;6.807E-05;-1.088E-05;2.370E-05;-8.086E-05;
871;3.279E-05;-4.452E-05;1.158E-04;8.237E-05;9.523E-05;-3.385E-07;3.742E-07;1.078E-05;9.914E-05;-8.994E-06;7.085E-07;1.127E-04;-8.061E-05;7.164E-05;8.820E-06;9.048E-05;-6.627E-05;1.413E-04;-1.020E-04;1.645E-04;-7.767E-05;4.771E-05;4.686E-05;3.715E-05;-4.873E-05;9.677E-05;3.228E-06;2.105E-05;3.551E-05;3.892E-05;-5.912E-05;8.381E-05;1.301E-05;3.441E-05;6.889E-05;2.508E-05;6.374E-05;-1.270E-05;2.419E-05;-7.896E-05;
872;3.449E-05;-4.276E-05;1.169E-04;8.255E-05;9.596E-05;-2.156E-06;3.584E-06;9.716E-06;1.007E-04;-8.267E-06;3.465E-06;1.115E-04;-8.146E-05;7.243E-05;5.307E-06;9.366E-05;-6.579E-05;1.422E-04;-1.013E-04;1.669E-04;-7.876E-05;4.562E-05;4.895E-05;3.482E-05;-4.955E-05;9.952E-05;9.073E-06;2.065E-05;3.393E-05;3.674E-05;-6.173E-05;8.462E-05;1.149E-05;3.717E-05;6.759E-05;2.293E-05;6.047E-05;-1.509E-05;2.379E-05;-7.396E-05;
873;3.473E-05;-4.455E-05;1.195E-04;8.303E-05;9.735E-05;-4.518E-06;7.158E-06;8.899E-06;1.031E-04;-6.753E-06;6.402E-06;1.104E-04;-8.370E-05;7.376E-05;6.003E-06;9.566E-05;-6.276E-05;1.427E-04;-1.013E-04;1.675E-04;-7.740E-05;4.499E-05;4.938E-05;3.324E-05;-4.897E-05;1.016E-04;1.331E-05;2.050E-05;3.233E-05;3.432E-05;-6.361E-05;8.544E-05;1.010E-05;4.165E-05;6.613E-05;2.087E-05;5.902E-05;-1.755E-05;2.243E-05;-6.827E-05;
874;3.473E-05;-4.894E-05;1.204E-04;8.300E-05;1.001E-04;-5.639E-06;1.091E-05;8.596E-06;1.066E-04;-5.542E-06;8.886E-06;1.106E-04;-8.651E-05;7.467E-05;1.118E-05;9.718E-05;-5.779E-05;1.431E-04;-1.011E-04;1.659E-04;-7.676E-05;4.514E-05;4.929E-05;3.270E-05;-4.779E-05;1.016E-04;1.486E-05;2.198E-05;3.000E-05;3.129E-05;-6.406E-05;8.671E-05;1.025E-05;4.731E-05;6.492E-05;1.857E-05;5.893E-05;-1.964E-05;2.185E-05;-6.354E-05;
875;3.504E-05;-5.312E-05;1.202E-04;8.012E-05;1.046E-04;-5.669E-06;1.540E-05;9.232E-06;1.119E-04;-4.997E-06;1.095E-05;1.124E-04;-8.815E-05;7.488E-05;1.972E-05;9.802E-05;-5.258E-05;1.424E-04;-9.944E-05;1.633E-04;-7.640E-05;4.366E-05;4.577E-05;3.464E-05;-4.364E-05;1.005E-04;1.216E-05;2.298E-05;2.827E-05;2.908E-05;-6.327E-05;8.802E-05;1.192E-05;5.240E-05;6.471E-05;1.612E-05;6.114E-05;-2.097E-05;2.164E-05;-5.909E-05;
876;3.476E-05;-5.564E-05;1.207E-04;7.737E-05;1.062E-04;-4.094E-06;2.033E-05;9.353E-06;1.178E-04;-4.118E-06;1.297E-05;1.132E-04;-8.848E-05;7.536E-05;2.911E-05;9.772E-05;-4.883E-05;1.409E-04;-9.717E-05;1.609E-04;-7.495E-05;4.117E-05;3.938E-05;3.642E-05;-3.701E-05;1.031E-04;6.983E-06;2.350E-05;2.585E-05;2.786E-05;-6.142E-05;8.956E-05;1.458E-05;5.731E-05;6.541E-05;1.497E-05;6.474E-05;-2.109E-05;2.316E-05;-5.606E-05;
877;3.437E-05;-5.715E-05;1.212E-04;7.676E-05;1.060E-04;-3.609E-06;2.494E-05;8.566E-06;1.242E-04;-3.210E-06;1.434E-05;1.118E-04;-8.812E-05;7.591E-05;3.859E-05;9.669E-05;-4.746E-05;1.393E-04;-9.632E-05;1.600E-04;-7.270E-05;3.908E-05;3.245E-05;3.709E-05;-3.101E-05;1.057E-04;1.411E-06;2.650E-05;2.461E-05;2.750E-05;-6.043E-05;9.047E-05;1.552E-05;6.143E-05;6.677E-05;1.391E-05;6.868E-05;-2.088E-05;2.564E-05;-5.624E-05;
878;3.501E-05;-5.891E-05;1.217E-04;7.743E-05;1.057E-04;-3.640E-06;2.627E-05;9.353E-06;1.312E-04;-1.998E-06;1.376E-05;1.101E-04;-8.733E-05;7.697E-05;4.719E-05;9.593E-05;-4.746E-05;1.374E-04;-9.669E-05;1.605E-04;-7.161E-05;3.790E-05;2.669E-05;3.848E-05;-2.583E-05;1.064E-04;-6.221E-06;2.980E-05;2.530E-05;3.098E-05;-5.837E-05;9.189E-05;1.386E-05;6.224E-05;6.771E-05;1.282E-05;7.283E-05;-2.070E-05;2.776E-05;-5.897E-05;
879;3.522E-05;-6.024E-05;1.219E-04;7.861E-05;1.054E-04;-5.003E-06;2.663E-05;9.928E-06;1.377E-04;-1.635E-06;1.231E-05;1.095E-04;-8.530E-05;7.824E-05;5.422E-05;9.599E-05;-4.783E-05;1.357E-04;-9.841E-05;1.615E-04;-7.122E-05;3.672E-05;2.254E-05;4.197E-05;-2.168E-05;1.065E-04;-1.337E-05;3.101E-05;2.515E-05;3.598E-05;-5.437E-05;9.471E-05;1.474E-05;6.073E-05;6.819E-05;1.139E-05;7.613E-05;-2.179E-05;2.934E-05;-6.327E-05;
880;3.501E-05;-6.078E-05;1.220E-04;8.006E-05;1.053E-04;-8.001E-06;2.657E-05;9.626E-06;1.420E-04;-1.393E-06;1.079E-05;1.104E-04;-8.327E-05;7.963E-05;5.794E-05;9.581E-05;-4.822E-05;1.347E-04;-1.004E-04;1.621E-04;-7.131E-05;3.602E-05;2.142E-05;4.557E-05;-1.923E-05;1.063E-04;-1.722E-05;3.107E-05;2.421E-05;3.977E-05;-5.119E-05;9.689E-05;1.725E-05;5.888E-05;7.089E-05;1.161E-05;7.858E-05;-2.454E-05;2.946E-05;-6.939E-05;
881;3.534E-05;-6.051E-05;1.206E-04;8.212E-05;1.060E-04;-7.092E-06;2.639E-05;1.096E-05;1.429E-04;9.144E-08;9.643E-06;1.115E-04;-8.164E-05;8.033E-05;5.800E-05;9.254E-05;-4.979E-05;1.346E-04;-1.022E-04;1.626E-04;-7.255E-05;3.509E-05;2.303E-05;4.845E-05;-1.923E-05;1.059E-04;-1.728E-05;3.086E-05;2.297E-05;4.310E-05;-4.979E-05;9.868E-05;1.828E-05;5.473E-05;7.416E-05;1.252E-05;8.176E-05;-2.503E-05;3.115E-05;-7.375E-05;
882;3.455E-05;-5.960E-05;1.181E-04;8.391E-05;1.071E-04;1.145E-06;2.627E-05;1.311E-05;1.427E-04;-9.028E-08;9.249E-06;1.128E-04;-8.073E-05;8.042E-05;5.525E-05;8.721E-05;-5.231E-05;1.356E-04;-1.031E-04;1.624E-04;-7.504E-05;3.363E-05;2.524E-05;5.045E-05;-2.186E-05;1.052E-04;-1.443E-05;3.189E-05;2.270E-05;4.625E-05;-4.998E-05;9.971E-05;1.728E-05;4.907E-05;7.640E-05;1.221E-05;8.334E-05;-2.457E-05;3.364E-05;-7.311E-05;
883;3.334E-05;-5.842E-05;1.158E-04;8.527E-05;1.082E-04;1.947E-05;2.648E-05;1.553E-05;1.416E-04;-5.143E-07;7.432E-06;1.156E-04;-8.085E-05;8.072E-05;5.080E-05;8.491E-05;-5.403E-05;1.376E-04;-1.033E-04;1.623E-04;-7.776E-05;3.315E-05;2.803E-05;5.132E-05;-2.686E-05;1.050E-04;-9.311E-06;3.304E-05;2.285E-05;4.767E-05;-5.058E-05;1.002E-04;1.570E-05;4.465E-05;7.810E-05;1.273E-05;8.225E-05;-2.485E-05;3.382E-05;-7.078E-05;
884;3.249E-05;-5.748E-05;1.137E-04;8.609E-05;1.104E-04;4.766E-05;2.793E-05;1.726E-05;1.395E-04;5.457E-07;6.614E-06;1.164E-04;-7.985E-05;8.206E-05;4.628E-05;9.127E-05;-5.482E-05;1.394E-04;-1.041E-04;1.630E-04;-7.943E-05;3.303E-05;3.115E-05;5.211E-05;-3.231E-05;1.044E-04;-1.951E-06;3.386E-05;2.252E-05;4.728E-05;-5.140E-05;1.009E-04;1.477E-05;4.253E-05;7.949E-05;1.382E-05;8.079E-05;-2.485E-05;3.236E-05;-6.824E-05;
885;3.234E-05;-5.673E-05;1.123E-04;8.615E-05;1.137E-04;7.883E-05;3.099E-05;1.898E-05;1.371E-04;2.847E-06;8.734E-06;1.154E-04;-7.915E-05;8.490E-05;4.362E-05;1.082E-04;-5.361E-05;1.404E-04;-1.056E-04;1.649E-04;-7.964E-05;3.336E-05;3.381E-05;5.226E-05;-3.607E-05;1.051E-04;5.318E-06;3.446E-05;2.124E-05;4.522E-05;-5.297E-05;1.015E-04;1.398E-05;4.238E-05;8.140E-05;1.397E-05;7.973E-05;-2.466E-05;3.127E-05;-6.387E-05;
886;3.304E-05;-5.636E-05;1.125E-04;8.433E-05;1.179E-04;1.042E-04;3.584E-05;2.086E-05;1.365E-04;5.119E-06;1.167E-05;1.165E-04;-7.937E-05;8.605E-05;4.513E-05;1.339E-04;-5.043E-05;1.409E-04;-1.071E-04;1.662E-04;-7.803E-05;3.393E-05;3.572E-05;5.378E-05;-3.773E-05;1.062E-04;1.071E-05;3.446E-05;1.906E-05;4.068E-05;-5.519E-05;1.023E-04;1.295E-05;4.365E-05;8.306E-05;1.230E-05;7.801E-05;-2.418E-05;3.127E-05;-5.827E-05;
887;3.325E-05;-5.748E-05;1.138E-04;8.079E-05;1.211E-04;1.227E-04;4.108E-05;2.253E-05;1.371E-04;6.754E-06;1.425E-05;1.195E-04;-7.849E-05;8.524E-05;4.813E-05;1.630E-04;-4.637E-05;1.411E-04;-1.072E-04;1.663E-04;-7.564E-05;3.518E-05;3.687E-05;5.584E-05;-3.692E-05;1.061E-04;1.349E-05;3.370E-05;1.588E-05;3.580E-05;-5.734E-05;1.036E-04;1.059E-05;4.432E-05;8.382E-05;1.049E-05;7.607E-05;-2.279E-05;3.115E-05;-5.246E-05;
888;3.307E-05;-6.063E-05;1.144E-04;7.725E-05;1.241E-04;1.310E-04;4.605E-05;2.404E-05;1.389E-04;8.420E-06;1.618E-05;1.225E-04;-7.670E-05;8.566E-05;5.013E-05;1.855E-04;-4.134E-05;1.411E-04;-1.058E-04;1.658E-04;-7.243E-05;3.724E-05;3.678E-05;5.526E-05;-3.386E-05;1.062E-04;1.389E-05;3.237E-05;1.252E-05;3.229E-05;-5.824E-05;1.051E-04;7.345E-06;4.289E-05;8.334E-05;8.457E-06;7.440E-05;-2.127E-05;3.152E-05;-4.770E-05;
889;3.246E-05;-6.499E-05;1.149E-04;7.458E-05;1.272E-04;1.247E-04;5.044E-05;2.528E-05;1.423E-04;8.965E-06;1.812E-05;1.245E-04;-7.343E-05;8.775E-05;5.428E-05;2.010E-04;-3.844E-05;1.414E-04;-1.026E-04;1.658E-04;-6.780E-05;3.996E-05;3.487E-05;5.499E-05;-2.931E-05;1.055E-04;1.134E-05;3.246E-05;1.043E-05;2.995E-05;-5.791E-05;1.069E-04;4.862E-06;4.344E-05;8.119E-05;5.549E-06;7.356E-05;-2.021E-05;3.242E-05;-4.407E-05;
890;3.183E-05;-6.926E-05;1.154E-04;7.234E-05;1.303E-04;1.070E-04;5.386E-05;2.610E-05;1.468E-04;8.814E-06;1.979E-05;1.252E-04;-6.989E-05;8.999E-05;6.031E-05;2.081E-04;-3.747E-05;1.392E-04;-9.726E-05;1.663E-04;-6.398E-05;4.302E-05;3.175E-05;5.617E-05;-2.341E-05;1.048E-04;6.862E-06;3.367E-05;1.061E-05;2.835E-05;-5.655E-05;1.094E-04;1.955E-06;5.004E-05;7.973E-05;2.793E-06;7.395E-05;-1.948E-05;3.345E-05;-4.292E-05;
891;3.086E-05;-7.257E-05;1.160E-04;7.068E-05;1.338E-04;8.274E-05;5.628E-05;2.637E-05;1.519E-04;9.541E-06;2.082E-05;1.247E-04;-6.634E-05;9.223E-05;6.582E-05;2.026E-04;-3.647E-05;1.357E-04;-9.302E-05;1.665E-04;-6.059E-05;4.647E-05;2.881E-05;5.753E-05;-1.678E-05;1.044E-04;1.653E-06;3.516E-05;1.304E-05;2.702E-05;-5.479E-05;1.127E-04;4.402E-07;6.633E-05;7.988E-05;8.249E-07;7.495E-05;-1.909E-05;3.415E-05;-4.349E-05;
892;2.949E-05;-7.526E-05;1.156E-04;6.974E-05;1.366E-04;6.045E-05;5.734E-05;2.571E-05;1.565E-04;9.904E-06;2.055E-05;1.241E-04;-6.295E-05;9.484E-05;6.791E-05;1.851E-04;-3.617E-05;1.335E-04;-9.105E-05;1.646E-04;-5.808E-05;5.096E-05;2.678E-05;5.844E-05;-1.090E-05;1.043E-04;-2.769E-06;3.676E-05;1.570E-05;2.720E-05;-5.276E-05;1.157E-04;9.551E-07;9.183E-05;8.073E-05;-8.370E-08;7.740E-05;-1.985E-05;3.464E-05;-4.646E-05;
893;3.095E-05;-7.681E-05;1.140E-04;7.046E-05;1.369E-04;4.679E-05;5.749E-05;2.374E-05;1.603E-04;9.692E-06;1.876E-05;1.236E-04;-6.092E-05;9.796E-05;6.730E-05;1.600E-04;-3.832E-05;1.322E-04;-9.057E-05;1.624E-04;-5.980E-05;5.401E-05;2.751E-05;5.920E-05;-6.933E-06;1.029E-04;-4.344E-06;3.797E-05;1.749E-05;2.935E-05;-5.334E-05;1.175E-04;2.167E-06;1.193E-04;8.155E-05;-3.260E-07;8.019E-05;-2.133E-05;3.563E-05;-5.031E-05;
894;3.343E-05;-7.526E-05;1.128E-04;7.089E-05;1.357E-04;4.076E-05;5.731E-05;2.216E-05;1.632E-04;1.009E-05;1.588E-05;1.233E-04;-6.001E-05;1.000E-04;6.500E-05;1.368E-04;-4.180E-05;1.318E-04;-9.148E-05;1.609E-04;-6.316E-05;5.341E-05;2.875E-05;6.083E-05;-4.934E-06;1.009E-04;-3.465E-06;3.903E-05;1.870E-05;3.326E-05;-5.694E-05;1.182E-04;3.136E-06;1.396E-04;8.216E-05;-1.140E-07;8.152E-05;-2.197E-05;3.712E-05;-5.321E-05;
895;3.510E-05;-7.250E-05;1.121E-04;7.198E-05;1.330E-04;3.940E-05;5.668E-05;2.283E-05;1.657E-04;1.105E-05;1.246E-05;1.234E-04;-6.029E-05;1.008E-04;6.076E-05;1.215E-04;-4.371E-05;1.320E-04;-9.211E-05;1.591E-04;-6.701E-05;5.335E-05;3.015E-05;6.105E-05;-5.146E-06;9.980E-05;7.808E-08;4.028E-05;1.976E-05;3.795E-05;-5.785E-05;1.180E-04;2.439E-06;1.543E-04;8.243E-05;4.917E-07;8.185E-05;-2.145E-05;3.951E-05;-5.439E-05;
896;3.652E-05;-7.020E-05;1.095E-04;7.504E-05;1.300E-04;3.888E-05;5.571E-05;2.359E-05;1.667E-04;1.148E-05;9.976E-06;1.230E-04;-6.165E-05;1.013E-04;5.564E-05;1.139E-04;-4.346E-05;1.328E-04;-9.354E-05;1.586E-04;-7.064E-05;5.544E-05;3.366E-05;5.992E-05;-9.598E-06;9.849E-05;7.195E-06;4.140E-05;2.027E-05;4.280E-05;-5.219E-05;1.169E-04;1.773E-06;1.612E-04;8.273E-05;1.889E-07;8.067E-05;-2.151E-05;4.187E-05;-5.306E-05;
897;3.764E-05;-6.823E-05;1.061E-04;7.813E-05;1.294E-04;3.870E-05;5.365E-05;2.338E-05;1.668E-04;1.193E-05;8.280E-06;1.232E-04;-6.371E-05;1.023E-04;5.195E-05;1.107E-04;-4.162E-05;1.338E-04;-9.605E-05;1.597E-04;-7.379E-05;5.744E-05;3.857E-05;5.832E-05;-1.581E-05;9.662E-05;1.368E-05;4.100E-05;2.085E-05;4.858E-05;-3.523E-05;1.155E-04;1.409E-06;1.548E-04;8.361E-05;-6.591E-07;7.789E-05;-2.224E-05;4.312E-05;-5.031E-05;
898;3.937E-05;-6.654E-05;1.033E-04;7.931E-05;1.288E-04;4.191E-05;5.180E-05;2.268E-05;1.663E-04;1.218E-05;7.311E-06;1.235E-04;-6.559E-05;1.032E-04;5.119E-05;1.080E-04;-3.880E-05;1.351E-04;-9.969E-05;1.623E-04;-7.546E-05;5.822E-05;4.356E-05;5.790E-05;-2.074E-05;9.619E-05;1.849E-05;3.925E-05;1.837E-05;5.324E-05;-9.394E-06;1.156E-04;3.257E-06;1.371E-04;8.440E-05;-1.628E-06;7.440E-05;-2.282E-05;4.384E-05;-4.570E-05;
899;4.079E-05;-6.548E-05;1.023E-04;7.876E-05;1.280E-04;4.485E-05;5.410E-05;2.141E-05;1.658E-04;1.272E-05;6.887E-06;1.244E-04;-6.795E-05;1.043E-04;5.249E-05;1.059E-04;-3.495E-05;1.366E-04;-1.035E-04;1.645E-04;-7.473E-05;5.750E-05;4.741E-05;5.883E-05;-2.480E-05;9.707E-05;2.219E-05;3.940E-05;1.391E-05;5.512E-05;1.347E-05;1.145E-04;5.286E-06;1.132E-04;8.627E-05;-7.500E-07;7.153E-05;-2.324E-05;4.333E-05;-4.074E-05;
900;4.134E-05;-6.575E-05;1.027E-04;7.752E-05;1.279E-04;4.615E-05;5.771E-05;2.274E-05;1.651E-04;1.411E-05;6.645E-06;1.272E-04;-6.940E-05;1.053E-04;5.679E-05;1.049E-04;-3.102E-05;1.378E-04;-1.065E-04;1.658E-04;-7.207E-05;5.538E-05;4.971E-05;6.053E-05;-2.732E-05;9.886E-05;2.231E-05;4.131E-05;1.080E-05;5.685E-05;2.964E-05;1.127E-04;5.013E-06;8.881E-05;8.703E-05;7.946E-07;6.971E-05;-2.242E-05;4.375E-05;-3.601E-05;
901;4.149E-05;-6.714E-05;1.034E-04;7.528E-05;1.296E-04;4.715E-05;6.073E-05;2.407E-05;1.662E-04;1.384E-05;7.523E-06;1.297E-04;-6.931E-05;1.056E-04;6.279E-05;1.063E-04;-2.753E-05;1.383E-04;-1.086E-04;1.676E-04;-6.774E-05;5.223E-05;5.035E-05;6.214E-05;-2.713E-05;1.009E-04;1.780E-05;4.358E-05;8.736E-06;5.963E-05;4.109E-05;1.124E-04;4.256E-06;7.278E-05;8.555E-05;-5.683E-07;6.635E-05;-2.363E-05;4.542E-05;-3.150E-05;
902;4.161E-05;-7.005E-05;1.038E-04;7.225E-05;1.327E-04;4.857E-05;6.273E-05;2.383E-05;1.673E-04;1.442E-05;7.705E-06;1.320E-04;-6.861E-05;1.064E-04;6.918E-05;1.080E-04;-2.308E-05;1.380E-04;-1.097E-04;1.696E-04;-6.277E-05;5.005E-05;4.880E-05;6.317E-05;-2.420E-05;1.033E-04;9.800E-06;4.579E-05;8.191E-06;6.239E-05;4.273E-05;1.128E-04;3.681E-06;6.606E-05;8.455E-05;-2.809E-06;6.277E-05;-2.793E-05;4.505E-05;-3.132E-05;
903;4.121E-05;-7.405E-05;1.028E-04;6.889E-05;1.367E-04;4.933E-05;6.376E-05;2.271E-05;1.682E-04;1.602E-05;7.826E-06;1.323E-04;-6.619E-05;1.072E-04;7.518E-05;1.100E-04;-1.948E-05;1.374E-04;-1.105E-04;1.702E-04;-5.799E-05;5.002E-05;4.732E-05;6.426E-05;-1.811E-05;1.070E-04;1.017E-06;4.894E-05;9.251E-06;6.506E-05;3.137E-05;1.130E-04;3.772E-06;6.406E-05;8.485E-05;-4.475E-06;6.214E-05;-3.069E-05;4.299E-05;-3.456E-05;
904;4.055E-05;-7.890E-05;1.010E-04;6.522E-05;1.411E-04;4.933E-05;6.479E-05;2.186E-05;1.698E-04;1.681E-05;1.037E-05;1.313E-04;-6.362E-05;1.075E-04;7.999E-05;1.131E-04;-1.739E-05;1.361E-04;-1.106E-04;1.698E-04;-5.441E-05;5.032E-05;4.602E-05;6.571E-05;-9.931E-06;1.109E-04;-6.645E-06;5.288E-05;1.143E-05;6.745E-05;9.747E-06;1.132E-04;4.801E-06;6.424E-05;8.449E-05;-6.353E-06;6.417E-05;-3.181E-05;4.121E-05;-3.831E-05;
905;3.973E-05;-8.386E-05;9.921E-05;6.250E-05;1.452E-04;4.969E-05;6.646E-05;2.141E-05;1.719E-04;1.578E-05;1.182E-05;1.313E-04;-6.153E-05;1.052E-04;8.399E-05;1.156E-04;-1.563E-05;1.346E-04;-1.130E-04;1.699E-04;-5.317E-05;4.811E-05;4.550E-05;6.765E-05;-1.572E-06;1.129E-04;-1.225E-05;5.666E-05;1.455E-05;7.066E-05;-1.478E-05;1.142E-04;6.285E-06;6.509E-05;8.425E-05;-8.291E-06;6.801E-05;-3.263E-05;4.136E-05;-4.225E-05;
906;3.885E-05;-8.692E-05;9.727E-05;6.065E-05;1.481E-04;4.966E-05;6.803E-05;2.092E-05;1.735E-04;1.451E-05;1.040E-05;1.310E-04;-5.620E-05;1.010E-04;8.602E-05;1.167E-04;-1.494E-05;1.336E-04;-1.158E-04;1.700E-04;-5.402E-05;4.481E-05;4.535E-05;6.886E-05;5.424E-06;1.133E-04;-1.531E-05;6.048E-05;1.770E-05;7.323E-05;-3.450E-05;1.155E-04;8.163E-06;6.645E-05;8.431E-05;-9.593E-06;7.250E-05;-3.420E-05;4.287E-05;-4.604E-05;
907;3.794E-05;-8.780E-05;9.533E-05;5.971E-05;1.491E-04;4.915E-05;6.849E-05;2.047E-05;1.739E-04;1.321E-05;7.705E-06;1.305E-04;-5.144E-05;1.000E-04;8.463E-05;1.163E-04;-1.587E-05;1.316E-04;-1.124E-04;1.699E-04;-5.729E-05;4.320E-05;4.586E-05;6.877E-05;1.024E-05;1.129E-04;-1.552E-05;6.342E-05;2.043E-05;7.599E-05;-4.631E-05;1.167E-04;9.435E-06;6.782E-05;8.379E-05;-1.068E-05;7.749E-05;-3.505E-05;4.572E-05;-4.897E-05;
908;3.664E-05;-8.644E-05;9.412E-05;5.944E-05;1.498E-04;4.776E-05;6.840E-05;1.786E-05;1.736E-04;1.202E-05;6.281E-06;1.300E-04;-4.966E-05;1.004E-04;8.072E-05;1.143E-04;-1.851E-05;1.301E-04;-1.024E-04;1.689E-04;-6.165E-05;4.335E-05;4.698E-05;6.859E-05;1.242E-05;1.114E-04;-1.261E-05;6.454E-05;2.185E-05;7.847E-05;-5.325E-05;1.179E-04;1.107E-05;6.963E-05;8.328E-05;-1.253E-05;8.228E-05;-3.433E-05;4.929E-05;-5.043E-05;
909;3.576E-05;-8.329E-05;9.391E-05;5.983E-05;1.499E-04;4.515E-05;6.827E-05;1.429E-05;1.724E-04;1.124E-05;4.979E-06;1.289E-04;-4.935E-05;1.000E-04;7.566E-05;1.143E-04;-2.233E-05;1.283E-04;-8.391E-05;1.668E-04;-6.604E-05;4.344E-05;4.868E-05;6.692E-05;1.118E-05;1.097E-04;-7.130E-06;6.272E-05;2.140E-05;8.038E-05;-5.824E-05;1.186E-04;1.410E-05;7.103E-05;8.303E-05;-1.495E-05;8.640E-05;-3.323E-05;5.214E-05;-5.043E-05;
910;3.510E-05;-8.005E-05;9.361E-05;6.035E-05;1.491E-04;4.264E-05;6.834E-05;1.175E-05;1.700E-04;1.018E-05;3.586E-06;1.271E-04;-4.966E-05;9.983E-05;7.048E-05;1.135E-04;-2.384E-05;1.265E-04;-5.968E-05;1.654E-04;-6.946E-05;4.214E-05;5.086E-05;6.335E-05;6.726E-06;1.068E-04;-9.819E-07;5.890E-05;1.940E-05;8.123E-05;-6.245E-05;1.184E-04;1.646E-05;7.121E-05;8.288E-05;-1.692E-05;8.976E-05;-3.160E-05;5.417E-05;-4.716E-05;
911;3.452E-05;-7.650E-05;9.324E-05;5.968E-05;1.484E-04;4.133E-05;6.873E-05;9.686E-06;1.671E-04;8.844E-06;2.677E-06;1.246E-04;-5.102E-05;9.929E-05;6.691E-05;1.103E-04;-2.493E-05;1.272E-04;-3.699E-05;1.636E-04;-7.131E-05;4.117E-05;5.250E-05;5.932E-05;1.789E-06;1.023E-04;4.015E-06;5.490E-05;1.670E-05;8.165E-05;-6.582E-05;1.178E-04;1.564E-05;7.085E-05;8.225E-05;-1.835E-05;9.070E-05;-3.024E-05;5.468E-05;-4.107E-05;
