Samples;2048;Curves ;40;SampleDist;4.883E-04;Stímulus;Flimmer 4Hz
Point;Curve_1;Curve_2;Curve_3;Curve_4;Curve_5;Curve_6;Curve_7;Curve_8;Curve_9;Curve_10;Curve_11;Curve_12;Curve_13;Curve_14;Curve_15;Curve_16;Curve_17;Curve_18;Curve_19;Curve_20;Curve_21;Curve_22;Curve_23;Curve_24;Curve_25;Curve_26;Curve_27;Curve_28;Curve_29;Curve_30;Curve_31;Curve_32;Curve_33;Curve_34;Curve_35;Curve_36;Curve_37;Curve_38;Curve_39;Curve_40;
912;3.579E-05;-7.278E-05;9.294E-05;5.883E-05;1.484E-04;4.031E-05;6.906E-05;7.839E-06;1.655E-04;7.451E-06;1.738E-06;1.221E-04;-5.268E-05;9.874E-05;6.542E-05;1.061E-04;-2.593E-05;1.285E-04;-1.740E-05;1.617E-04;-7.131E-05;4.039E-05;5.353E-05;5.550E-05;-2.723E-06;9.853E-05;6.014E-06;5.079E-05;1.282E-05;8.126E-05;-6.760E-05;1.179E-04;1.422E-05;7.094E-05;8.113E-05;-1.968E-05;8.940E-05;-3.036E-05;5.499E-05;-3.350E-05;
913;3.549E-05;-6.805E-05;9.346E-05;5.771E-05;1.491E-04;3.885E-05;6.894E-05;6.173E-06;1.649E-04;6.391E-06;6.480E-07;1.200E-04;-5.350E-05;9.832E-05;6.657E-05;1.025E-04;-2.557E-05;1.296E-04;-3.619E-06;1.616E-04;-6.731E-05;3.836E-05;5.341E-05;5.311E-05;-6.691E-06;9.495E-05;3.410E-06;4.715E-05;8.887E-06;8.017E-05;-6.827E-05;1.188E-04;1.301E-05;7.218E-05;8.022E-05;-2.110E-05;8.615E-05;-3.287E-05;5.611E-05;-2.584E-05;
914;3.267E-05;-6.654E-05;9.491E-05;5.556E-05;1.490E-04;3.915E-05;6.855E-05;5.416E-06;1.629E-04;5.997E-06;1.345E-06;1.177E-04;-5.390E-05;9.799E-05;6.985E-05;9.966E-05;-2.351E-05;1.289E-04;-2.196E-06;1.603E-04;-5.914E-05;3.833E-05;5.262E-05;4.972E-05;-8.962E-06;9.207E-05;-1.527E-06;4.446E-05;6.222E-06;7.899E-05;-6.748E-05;1.191E-04;1.101E-05;7.421E-05;7.967E-05;-2.298E-05;8.161E-05;-3.629E-05;5.650E-05;-1.866E-05;
915;3.113E-05;-6.920E-05;9.361E-05;5.296E-05;1.488E-04;4.034E-05;6.900E-05;4.053E-06;1.586E-04;5.422E-06;4.101E-06;1.163E-04;-5.341E-05;9.771E-05;7.415E-05;9.721E-05;-2.054E-05;1.273E-04;-1.286E-05;1.576E-04;-5.078E-05;3.890E-05;5.295E-05;4.630E-05;-9.780E-06;8.947E-05;-7.645E-06;4.258E-05;5.556E-06;7.790E-05;-6.566E-05;1.187E-04;8.799E-06;7.696E-05;7.952E-05;-2.574E-05;7.640E-05;-4.011E-05;5.620E-05;-1.299E-05;
916;3.198E-05;-7.350E-05;9.061E-05;4.793E-05;1.509E-04;4.152E-05;6.973E-05;3.175E-06;1.556E-04;4.907E-06;6.675E-06;1.158E-04;-5.244E-05;9.768E-05;7.978E-05;9.557E-05;-1.775E-05;1.252E-04;-3.106E-05;1.554E-04;-4.318E-05;3.796E-05;5.156E-05;4.642E-05;-6.357E-06;8.662E-05;-1.543E-05;3.907E-05;7.343E-06;7.735E-05;-6.291E-05;1.178E-04;7.224E-06;7.963E-05;7.955E-05;-2.898E-05;7.265E-05;-4.432E-05;5.447E-05;-1.045E-05;
917;3.331E-05;-7.908E-05;8.876E-05;4.272E-05;1.529E-04;4.236E-05;7.067E-05;3.478E-06;1.597E-04;5.058E-06;7.765E-06;1.176E-04;-5.078E-05;9.790E-05;8.614E-05;9.287E-05;-1.518E-05;1.220E-04;-5.320E-05;1.547E-04;-3.766E-05;3.615E-05;4.780E-05;4.669E-05;2.304E-06;8.608E-05;-2.209E-05;3.449E-05;9.463E-06;7.711E-05;-5.918E-05;1.168E-04;6.104E-06;8.248E-05;7.879E-05;-3.104E-05;7.044E-05;-4.847E-05;5.284E-05;-1.021E-05;
918;3.455E-05;-8.477E-05;8.779E-05;3.942E-05;1.554E-04;4.055E-05;7.297E-05;4.386E-06;1.736E-04;5.422E-06;7.947E-06;1.205E-04;-4.775E-05;9.787E-05;9.141E-05;8.982E-05;-1.303E-05;1.192E-04;-7.204E-05;1.549E-04;-3.448E-05;3.490E-05;4.453E-05;4.651E-05;1.084E-05;8.693E-05;-2.445E-05;3.522E-05;1.158E-05;7.644E-05;-5.546E-05;1.139E-04;4.226E-06;8.538E-05;7.804E-05;-3.122E-05;6.901E-05;-5.159E-05;5.102E-05;-1.245E-05;
919;3.482E-05;-8.786E-05;8.710E-05;3.748E-05;1.576E-04;3.791E-05;7.303E-05;5.628E-06;1.983E-04;5.422E-06;7.129E-06;1.231E-04;-4.560E-05;9.768E-05;9.450E-05;8.736E-05;-1.200E-05;1.168E-04;-8.406E-05;1.549E-04;-3.476E-05;3.430E-05;4.308E-05;4.802E-05;1.760E-05;8.793E-05;-2.430E-05;4.270E-05;1.543E-05;7.826E-05;-4.986E-05;1.116E-04;8.642E-07;8.638E-05;7.776E-05;-3.152E-05;6.977E-05;-5.341E-05;4.987E-05;-1.620E-05;
920;3.525E-05;-8.774E-05;8.679E-05;3.724E-05;1.577E-04;3.576E-05;7.091E-05;4.962E-06;2.295E-04;5.270E-06;5.554E-06;1.248E-04;-4.442E-05;9.781E-05;9.580E-05;8.412E-05;-1.209E-05;1.149E-04;-9.263E-05;1.548E-04;-3.900E-05;3.254E-05;4.399E-05;5.138E-05;2.411E-05;8.962E-05;-2.233E-05;5.839E-05;1.846E-05;8.114E-05;-4.380E-05;1.128E-04;1.374E-07;8.569E-05;7.789E-05;-3.352E-05;7.125E-05;-5.462E-05;4.972E-05;-2.060E-05;
921;3.507E-05;-8.635E-05;8.749E-05;3.875E-05;1.569E-04;3.385E-05;6.976E-05;3.235E-06;2.567E-04;5.725E-06;3.222E-06;1.250E-04;-4.490E-05;9.844E-05;9.526E-05;8.061E-05;-1.318E-05;1.128E-04;-1.000E-04;1.546E-04;-4.533E-05;3.078E-05;4.668E-05;5.544E-05;2.989E-05;9.114E-05;-1.870E-05;8.365E-05;1.867E-05;8.368E-05;-4.204E-05;1.141E-04;8.340E-07;8.541E-05;7.973E-05;-3.494E-05;7.374E-05;-5.471E-05;4.920E-05;-2.502E-05;
922;3.555E-05;-8.386E-05;8.861E-05;4.145E-05;1.560E-04;3.179E-05;6.940E-05;3.084E-06;2.740E-04;7.087E-06;1.890E-06;1.247E-04;-4.602E-05;9.874E-05;9.298E-05;7.697E-05;-1.539E-05;1.114E-04;-1.060E-04;1.551E-04;-5.259E-05;2.909E-05;4.995E-05;5.914E-05;3.247E-05;9.307E-05;-1.431E-05;1.126E-04;1.622E-05;8.616E-05;-4.389E-05;1.149E-04;1.379E-06;8.326E-05;8.113E-05;-3.585E-05;7.807E-05;-5.116E-05;5.029E-05;-2.714E-05;
923;3.628E-05;-8.192E-05;8.994E-05;4.369E-05;1.556E-04;2.883E-05;6.900E-05;4.719E-06;2.842E-04;6.663E-06;2.919E-06;1.250E-04;-4.678E-05;9.899E-05;9.035E-05;7.258E-05;-1.836E-05;1.113E-04;-1.106E-04;1.553E-04;-5.880E-05;2.873E-05;5.353E-05;6.029E-05;3.120E-05;9.447E-05;-8.856E-06;1.364E-04;1.140E-05;8.904E-05;-4.752E-05;1.157E-04;1.046E-06;7.951E-05;8.110E-05;-3.849E-05;8.204E-05;-4.656E-05;5.299E-05;-2.493E-05;
924;3.682E-05;-8.105E-05;9.167E-05;4.451E-05;1.558E-04;2.680E-05;6.821E-05;5.295E-06;2.835E-04;6.451E-06;4.313E-06;1.262E-04;-4.738E-05;9.993E-05;8.829E-05;6.737E-05;-2.021E-05;1.118E-04;-1.137E-04;1.549E-04;-6.235E-05;2.976E-05;5.725E-05;5.802E-05;2.659E-05;9.528E-05;-4.041E-06;1.531E-04;5.344E-06;9.192E-05;-5.185E-05;1.167E-04;-2.260E-07;7.642E-05;8.007E-05;-4.142E-05;8.467E-05;-4.274E-05;5.465E-05;-2.138E-05;
925;3.779E-05;-8.083E-05;9.279E-05;4.421E-05;1.570E-04;2.510E-05;6.831E-05;4.356E-06;2.701E-04;7.087E-06;5.918E-06;1.250E-04;-4.590E-05;1.007E-04;8.668E-05;6.223E-05;-2.063E-05;1.132E-04;-1.151E-04;1.545E-04;-6.226E-05;3.181E-05;6.095E-05;5.547E-05;2.045E-05;9.265E-05;-1.194E-06;1.609E-04;-1.379E-06;9.265E-05;-5.643E-05;1.178E-04;-7.106E-07;7.460E-05;7.934E-05;-4.373E-05;8.600E-05;-3.953E-05;5.505E-05;-1.720E-05;
926;3.873E-05;-8.126E-05;9.285E-05;4.242E-05;1.585E-04;2.492E-05;6.976E-05;3.720E-06;2.451E-04;8.269E-06;8.462E-06;1.234E-04;-4.484E-05;1.013E-04;8.681E-05;5.786E-05;-2.096E-05;1.146E-04;-1.141E-04;1.547E-04;-5.914E-05;3.469E-05;6.434E-05;5.402E-05;1.339E-05;8.814E-05;-2.854E-07;1.558E-04;-7.740E-06;9.243E-05;-6.027E-05;1.183E-04;-4.683E-07;7.436E-05;7.940E-05;-4.569E-05;8.649E-05;-3.690E-05;5.462E-05;-1.181E-05;
927;3.973E-05;-8.265E-05;9.246E-05;3.927E-05;1.597E-04;2.537E-05;7.106E-05;3.447E-06;2.153E-04;9.631E-06;1.185E-05;1.242E-04;-4.563E-05;1.008E-04;9.047E-05;5.417E-05;-2.114E-05;1.158E-04;-1.112E-04;1.554E-04;-5.296E-05;3.654E-05;6.661E-05;5.169E-05;5.908E-06;8.429E-05;-1.739E-06;1.379E-04;-1.262E-05;9.186E-05;-6.264E-05;1.187E-04;2.282E-07;7.533E-05;7.982E-05;-4.872E-05;8.612E-05;-3.578E-05;5.372E-05;-5.786E-06;
928;4.034E-05;-8.644E-05;9.179E-05;3.482E-05;1.609E-04;2.562E-05;7.267E-05;3.205E-06;1.915E-04;1.030E-05;1.600E-05;1.267E-04;-4.505E-05;9.808E-05;9.420E-05;5.220E-05;-2.057E-05;1.165E-04;-1.062E-04;1.552E-04;-4.475E-05;3.793E-05;6.734E-05;4.793E-05;8.203E-07;8.075E-05;-6.040E-06;1.109E-04;-1.519E-05;9.110E-05;-6.385E-05;1.192E-04;-5.289E-07;7.654E-05;8.101E-05;-5.166E-05;8.525E-05;-3.693E-05;5.169E-05;-4.557E-07;
929;4.064E-05;-9.183E-05;9.052E-05;3.055E-05;1.618E-04;2.498E-05;7.433E-05;2.963E-06;1.772E-04;1.118E-05;2.049E-05;1.295E-04;-4.266E-05;9.684E-05;9.619E-05;5.147E-05;-1.781E-05;1.169E-04;-1.002E-04;1.544E-04;-3.563E-05;3.905E-05;6.585E-05;4.336E-05;-1.118E-06;7.745E-05;-1.243E-05;8.359E-05;-1.619E-05;9.031E-05;-6.376E-05;1.190E-04;-3.679E-06;7.775E-05;8.185E-05;-5.463E-05;8.343E-05;-3.881E-05;4.957E-05;2.300E-06;
930;3.982E-05;-9.698E-05;8.879E-05;2.725E-05;1.629E-04;2.356E-05;7.588E-05;2.872E-06;1.715E-04;1.154E-05;2.457E-05;1.322E-04;-3.969E-05;9.835E-05;9.977E-05;5.093E-05;-1.503E-05;1.185E-04;-9.393E-05;1.533E-04;-2.806E-05;3.963E-05;6.252E-05;3.888E-05;-9.666E-07;7.463E-05;-1.897E-05;6.517E-05;-1.489E-05;8.989E-05;-6.258E-05;1.187E-04;-6.889E-06;7.863E-05;8.194E-05;-5.851E-05;8.049E-05;-4.144E-05;4.681E-05;2.300E-06;
931;3.937E-05;-9.988E-05;8.804E-05;2.522E-05;1.647E-04;2.144E-05;7.697E-05;1.903E-06;1.705E-04;1.099E-05;2.754E-05;1.360E-04;-3.645E-05;1.003E-04;1.046E-04;5.138E-05;-1.309E-05;1.176E-04;-8.657E-05;1.525E-04;-2.343E-05;3.923E-05;5.964E-05;3.624E-05;1.305E-06;7.278E-05;-2.370E-05;5.600E-05;-1.189E-05;8.944E-05;-6.055E-05;1.193E-04;-8.161E-06;7.939E-05;8.234E-05;-6.265E-05;7.783E-05;-4.338E-05;4.375E-05;-1.061E-06;
932;3.891E-05;-1.004E-04;8.679E-05;2.397E-05;1.677E-04;1.910E-05;7.718E-05;5.399E-07;1.705E-04;1.078E-05;2.872E-05;1.394E-04;-3.263E-05;1.012E-04;1.087E-04;5.226E-05;-1.118E-05;1.136E-04;-8.251E-05;1.535E-04;-2.173E-05;3.824E-05;5.952E-05;3.506E-05;5.181E-06;7.060E-05;-2.497E-05;5.272E-05;-7.740E-06;8.922E-05;-5.855E-05;1.212E-04;-7.101E-06;8.002E-05;8.370E-05;-6.574E-05;7.583E-05;-4.450E-05;4.100E-05;-6.664E-06;
933;3.855E-05;-9.955E-05;8.576E-05;2.246E-05;1.703E-04;1.856E-05;7.630E-05;6.307E-07;1.712E-04;1.163E-05;2.718E-05;1.413E-04;-2.864E-05;1.015E-04;1.106E-04;5.387E-05;-9.120E-06;1.100E-04;-8.245E-05;1.534E-04;-2.343E-05;3.869E-05;6.070E-05;3.421E-05;1.021E-05;6.957E-05;-2.200E-05;5.354E-05;-4.136E-06;8.962E-05;-5.664E-05;1.236E-04;-4.587E-06;8.081E-05;8.534E-05;-6.811E-05;7.431E-05;-4.414E-05;3.900E-05;-1.284E-05;
934;3.985E-05;-9.695E-05;8.407E-05;2.110E-05;1.711E-04;1.974E-05;7.524E-05;9.336E-07;1.727E-04;1.124E-05;2.367E-05;1.425E-04;-2.485E-05;1.022E-04;1.106E-04;5.496E-05;-7.334E-06;1.073E-04;-8.345E-05;1.526E-04;-2.949E-05;3.857E-05;6.298E-05;3.524E-05;1.475E-05;6.987E-05;-1.519E-05;5.603E-05;-1.682E-06;9.004E-05;-5.497E-05;1.259E-04;-2.134E-06;8.075E-05;8.737E-05;-6.977E-05;7.359E-05;-4.211E-05;3.779E-05;-1.760E-05;
935;4.000E-05;-9.089E-05;8.349E-05;1.901E-05;1.705E-04;2.038E-05;7.412E-05;1.462E-07;1.746E-04;1.109E-05;1.985E-05;1.425E-04;-2.131E-05;1.030E-04;1.090E-04;5.538E-05;-6.304E-06;1.046E-04;-8.494E-05;1.539E-04;-3.657E-05;3.621E-05;6.479E-05;3.760E-05;1.669E-05;7.097E-05;-6.585E-06;5.878E-05;-5.921E-07;8.995E-05;-5.528E-05;1.271E-04;1.677E-07;7.930E-05;9.006E-05;-7.056E-05;7.407E-05;-3.878E-05;3.654E-05;-2.069E-05;
936;3.925E-05;-8.468E-05;8.610E-05;1.819E-05;1.677E-04;2.026E-05;7.324E-05;-1.277E-06;1.768E-04;1.157E-05;1.715E-05;1.406E-04;-1.870E-05;1.022E-04;1.071E-04;5.553E-05;-5.971E-06;1.025E-04;-8.648E-05;1.560E-04;-4.227E-05;3.424E-05;6.737E-05;3.797E-05;1.651E-05;7.348E-05;4.046E-06;6.093E-05;-1.531E-06;9.037E-05;-5.803E-05;1.270E-04;2.500E-06;7.708E-05;9.154E-05;-7.132E-05;7.583E-05;-3.429E-05;3.600E-05;-2.153E-05;
937;3.837E-05;-8.089E-05;8.882E-05;1.949E-05;1.643E-04;1.853E-05;7.197E-05;-2.125E-06;1.811E-04;1.072E-05;1.576E-05;1.372E-04;-1.737E-05;1.015E-04;1.053E-04;5.520E-05;-6.758E-06;1.018E-04;-8.790E-05;1.570E-04;-4.548E-05;3.396E-05;7.155E-05;3.703E-05;1.584E-05;7.636E-05;1.549E-05;6.432E-05;-3.681E-06;9.128E-05;-6.167E-05;1.255E-04;3.953E-06;7.360E-05;9.185E-05;-7.247E-05;7.837E-05;-2.996E-05;3.670E-05;-2.029E-05;
938;3.737E-05;-7.908E-05;9.049E-05;1.889E-05;1.629E-04;1.798E-05;7.061E-05;-2.216E-06;1.854E-04;8.420E-06;1.546E-05;1.330E-04;-1.728E-05;1.008E-04;1.046E-04;5.423E-05;-8.242E-06;1.017E-04;-8.751E-05;1.559E-04;-4.602E-05;3.475E-05;7.697E-05;3.748E-05;2.093E-05;7.784E-05;2.288E-05;6.817E-05;-5.529E-06;9.310E-05;-6.430E-05;1.237E-04;3.075E-06;6.982E-05;9.148E-05;-7.356E-05;8.079E-05;-2.654E-05;3.830E-05;-1.748E-05;
939;3.628E-05;-7.856E-05;9.161E-05;1.525E-05;1.619E-04;2.159E-05;7.036E-05;-3.216E-06;1.876E-04;6.603E-06;1.670E-05;1.285E-04;-1.713E-05;9.908E-05;1.062E-04;5.087E-05;-9.211E-06;1.017E-04;-8.551E-05;1.535E-04;-4.478E-05;3.651E-05;8.239E-05;3.869E-05;3.647E-05;7.911E-05;2.709E-05;7.084E-05;-9.890E-06;9.404E-05;-6.657E-05;1.233E-04;2.924E-06;6.761E-05;9.115E-05;-7.474E-05;8.273E-05;-2.554E-05;4.075E-05;-1.345E-05;
940;3.528E-05;-8.011E-05;9.291E-05;1.068E-05;1.607E-04;2.507E-05;7.152E-05;-6.214E-06;1.882E-04;4.543E-06;1.876E-05;1.246E-04;-1.652E-05;9.717E-05;1.102E-04;4.614E-05;-9.030E-06;1.021E-04;-8.236E-05;1.514E-04;-4.212E-05;3.872E-05;8.702E-05;3.978E-05;6.045E-05;8.072E-05;2.894E-05;7.302E-05;-1.528E-05;9.371E-05;-7.142E-05;1.213E-04;2.288E-06;6.703E-05;9.176E-05;-7.468E-05;8.470E-05;-2.654E-05;4.269E-05;-9.027E-06;
941;3.464E-05;-8.410E-05;9.288E-05;6.136E-06;1.596E-04;2.683E-05;7.267E-05;-7.456E-06;1.873E-04;2.302E-06;2.055E-05;1.218E-04;-1.583E-05;9.481E-05;1.158E-04;4.169E-05;-8.212E-06;1.029E-04;-7.897E-05;1.498E-04;-3.836E-05;4.042E-05;9.087E-05;4.000E-05;8.553E-05;8.214E-05;2.797E-05;7.508E-05;-1.946E-05;9.446E-05;-7.563E-05;1.189E-04;-1.498E-06;6.555E-05;9.055E-05;-7.510E-05;8.755E-05;-2.687E-05;4.466E-05;-4.211E-06;
942;3.425E-05;-8.989E-05;9.149E-05;8.061E-07;1.587E-04;2.858E-05;7.342E-05;-8.606E-06;1.879E-04;-1.332E-06;2.270E-05;1.194E-04;-1.483E-05;9.245E-05;1.207E-04;3.836E-05;-8.242E-06;1.034E-04;-7.631E-05;1.486E-04;-3.354E-05;4.135E-05;9.323E-05;3.963E-05;1.047E-04;8.256E-05;2.473E-05;7.620E-05;-2.197E-05;9.573E-05;-7.690E-05;1.185E-04;-4.920E-06;6.443E-05;8.679E-05;-7.837E-05;8.800E-05;-2.824E-05;4.624E-05;1.331E-06;
943;3.367E-05;-9.728E-05;8.949E-05;-3.707E-06;1.581E-04;3.104E-05;7.339E-05;-1.151E-05;1.885E-04;-3.967E-06;2.354E-05;1.168E-04;-1.298E-05;9.105E-05;1.249E-04;3.567E-05;-8.878E-06;1.029E-04;-7.406E-05;1.474E-04;-2.876E-05;4.293E-05;9.420E-05;3.872E-05;1.196E-04;8.032E-05;2.070E-05;7.574E-05;-2.309E-05;9.710E-05;-7.663E-05;1.188E-04;-8.252E-06;6.542E-05;8.412E-05;-8.137E-05;8.667E-05;-3.115E-05;4.466E-05;3.088E-06;
944;3.264E-05;-1.043E-04;8.661E-05;-7.432E-06;1.582E-04;3.201E-05;7.242E-05;-1.497E-05;1.873E-04;-4.754E-06;2.397E-05;1.129E-04;-1.010E-05;8.923E-05;1.296E-04;3.361E-05;-9.666E-06;1.016E-04;-7.273E-05;1.465E-04;-2.567E-05;4.472E-05;9.381E-05;3.733E-05;1.259E-04;7.645E-05;1.667E-05;7.411E-05;-2.243E-05;9.749E-05;-7.493E-05;1.183E-04;-1.255E-05;6.715E-05;8.316E-05;-8.213E-05;8.516E-05;-3.330E-05;4.324E-05;1.876E-06;
945;3.173E-05;-1.095E-04;8.361E-05;-1.113E-05;1.590E-04;3.167E-05;7.133E-05;-1.742E-05;1.855E-04;-6.662E-06;2.594E-05;1.124E-04;-7.497E-06;8.814E-05;1.331E-04;3.348E-05;-9.423E-06;1.001E-04;-7.322E-05;1.457E-04;-2.588E-05;4.656E-05;9.229E-05;3.554E-05;1.204E-04;7.239E-05;1.340E-05;7.299E-05;-2.007E-05;9.695E-05;-7.157E-05;1.177E-04;-1.643E-05;6.891E-05;8.264E-05;-8.155E-05;8.304E-05;-3.342E-05;4.269E-05;-8.494E-07;
946;3.131E-05;-1.118E-04;8.068E-05;-1.400E-05;1.600E-04;3.131E-05;6.988E-05;-1.912E-05;1.846E-04;-8.934E-06;2.572E-05;1.219E-04;-5.499E-06;8.669E-05;1.344E-04;3.548E-05;-8.333E-06;9.811E-05;-7.585E-05;1.454E-04;-2.906E-05;4.714E-05;8.993E-05;3.342E-05;1.036E-04;6.994E-05;1.319E-05;7.271E-05;-1.704E-05;9.592E-05;-6.769E-05;1.188E-04;-1.912E-05;7.076E-05;8.179E-05;-8.152E-05;8.016E-05;-3.090E-05;4.200E-05;-4.363E-06;
947;3.119E-05;-1.108E-04;7.850E-05;-1.567E-05;1.604E-04;3.095E-05;6.855E-05;-2.105E-05;1.846E-04;-9.751E-06;2.200E-05;1.416E-04;-2.349E-06;8.348E-05;1.322E-04;3.942E-05;-7.303E-06;9.589E-05;-7.967E-05;1.456E-04;-3.315E-05;4.675E-05;8.775E-05;3.182E-05;7.823E-05;6.766E-05;1.555E-05;7.386E-05;-1.467E-05;9.471E-05;-6.361E-05;1.208E-04;-2.130E-05;7.191E-05;8.022E-05;-8.307E-05;7.843E-05;-2.721E-05;4.054E-05;-8.330E-06;
948;3.167E-05;-1.075E-04;7.692E-05;-1.594E-05;1.594E-04;3.083E-05;6.679E-05;-2.330E-05;1.860E-04;-9.630E-06;1.703E-05;1.691E-04;-1.016E-06;8.291E-05;1.275E-04;4.284E-05;-6.910E-06;9.411E-05;-8.463E-05;1.466E-04;-3.724E-05;4.463E-05;8.736E-05;3.094E-05;5.424E-05;6.418E-05;1.946E-05;7.538E-05;-1.207E-05;9.389E-05;-5.967E-05;1.232E-04;-2.300E-05;7.163E-05;7.931E-05;-8.379E-05;7.846E-05;-2.270E-05;3.842E-05;-1.221E-05;
949;3.246E-05;-1.027E-04;7.592E-05;-1.624E-05;1.580E-04;3.055E-05;6.494E-05;-2.514E-05;1.882E-04;-1.051E-05;1.161E-05;1.983E-04;-1.713E-06;8.372E-05;1.244E-04;4.493E-05;-8.030E-06;9.402E-05;-8.933E-05;1.473E-04;-4.087E-05;4.117E-05;8.787E-05;3.015E-05;3.898E-05;6.021E-05;2.355E-05;7.641E-05;-1.080E-05;9.361E-05;-5.688E-05;1.262E-04;-2.291E-05;7.166E-05;7.910E-05;-8.449E-05;7.889E-05;-1.846E-05;3.557E-05;-1.427E-05;
950;3.289E-05;-9.816E-05;7.589E-05;-1.682E-05;1.566E-04;3.104E-05;6.319E-05;-2.651E-05;1.903E-04;-1.157E-05;6.584E-06;2.208E-04;-3.288E-06;8.424E-05;1.214E-04;4.820E-05;-1.030E-05;9.323E-05;-9.342E-05;1.471E-04;-4.302E-05;3.802E-05;9.002E-05;2.855E-05;3.083E-05;5.734E-05;2.715E-05;7.668E-05;-1.201E-05;9.301E-05;-5.664E-05;1.290E-04;-2.173E-05;7.242E-05;7.937E-05;-8.473E-05;8.001E-05;-1.561E-05;3.342E-05;-1.402E-05;
951;3.279E-05;-9.404E-05;7.556E-05;-1.715E-05;1.560E-04;3.192E-05;6.182E-05;-2.617E-05;1.910E-04;-1.169E-05;3.283E-06;2.364E-04;-4.772E-06;8.251E-05;1.176E-04;4.948E-05;-9.635E-06;9.093E-05;-9.729E-05;1.462E-04;-4.342E-05;3.596E-05;9.347E-05;2.734E-05;2.578E-05;5.603E-05;2.988E-05;7.671E-05;-1.601E-05;9.195E-05;-5.979E-05;1.310E-04;-2.076E-05;7.312E-05;7.946E-05;-8.494E-05;8.237E-05;-1.443E-05;3.300E-05;-1.093E-05;
952;3.267E-05;-9.068E-05;7.419E-05;-1.836E-05;1.555E-04;3.119E-05;6.140E-05;-2.584E-05;1.905E-04;-1.096E-05;2.738E-06;2.420E-04;-5.680E-06;7.873E-05;1.141E-04;4.787E-05;-7.697E-06;9.187E-05;-9.966E-05;1.450E-04;-4.118E-05;3.515E-05;9.808E-05;2.676E-05;2.229E-05;5.576E-05;3.070E-05;7.671E-05;-2.170E-05;9.040E-05;-6.460E-05;1.314E-04;-2.037E-05;7.348E-05;7.870E-05;-8.561E-05;8.585E-05;-1.552E-05;3.339E-05;-5.362E-06;
953;3.419E-05;-8.886E-05;7.307E-05;-2.030E-05;1.548E-04;3.028E-05;6.155E-05;-2.523E-05;1.885E-04;-9.812E-06;4.010E-06;2.343E-04;-6.740E-06;7.515E-05;1.125E-04;4.421E-05;-6.122E-06;9.490E-05;-9.693E-05;1.448E-04;-3.827E-05;3.475E-05;1.028E-04;2.555E-05;1.951E-05;5.628E-05;3.079E-05;7.610E-05;-2.758E-05;8.953E-05;-6.969E-05;1.307E-04;-2.082E-05;7.372E-05;7.758E-05;-8.761E-05;8.852E-05;-1.818E-05;3.367E-05;1.028E-06;
954;3.361E-05;-8.856E-05;7.195E-05;-2.206E-05;1.539E-04;3.013E-05;6.243E-05;-2.439E-05;1.867E-04;-1.005E-05;6.554E-06;2.136E-04;-8.527E-06;7.197E-05;1.126E-04;4.018E-05;-3.851E-06;9.635E-05;-9.269E-05;1.462E-04;-3.267E-05;3.369E-05;1.052E-04;2.458E-05;1.702E-05;5.679E-05;3.085E-05;7.523E-05;-3.239E-05;8.983E-05;-7.475E-05;1.296E-04;-2.164E-05;7.415E-05;7.710E-05;-9.018E-05;8.946E-05;-2.218E-05;3.370E-05;6.934E-06;
955;2.995E-05;-9.234E-05;7.153E-05;-2.448E-05;1.529E-04;2.995E-05;6.373E-05;-2.342E-05;1.848E-04;-1.102E-05;1.037E-05;1.836E-04;-1.059E-05;6.913E-05;1.145E-04;3.657E-05;-1.761E-06;9.517E-05;-8.866E-05;1.461E-04;-2.461E-05;3.290E-05;1.062E-04;2.401E-05;1.548E-05;5.725E-05;3.052E-05;7.341E-05;-3.518E-05;9.171E-05;-7.799E-05;1.285E-04;-2.321E-05;7.418E-05;7.670E-05;-9.243E-05;9.033E-05;-2.597E-05;3.448E-05;1.166E-05;
956;2.743E-05;-9.855E-05;7.023E-05;-2.639E-05;1.518E-04;2.892E-05;6.503E-05;-2.323E-05;1.835E-04;-1.136E-05;1.452E-05;1.535E-04;-1.198E-05;6.625E-05;1.174E-04;3.336E-05;-2.164E-07;9.084E-05;-8.485E-05;1.445E-04;-1.755E-05;3.245E-05;1.093E-04;2.398E-05;1.415E-05;5.667E-05;3.106E-05;7.156E-05;-3.491E-05;9.410E-05;-7.872E-05;1.275E-04;-2.524E-05;7.500E-05;7.649E-05;-9.464E-05;9.046E-05;-2.963E-05;3.506E-05;1.541E-05;
957;2.640E-05;-1.046E-04;6.871E-05;-3.096E-05;1.517E-04;2.855E-05;6.640E-05;-2.314E-05;1.823E-04;-1.190E-05;1.840E-05;1.329E-04;-1.195E-05;6.413E-05;1.205E-04;3.215E-05;4.196E-07;8.411E-05;-8.142E-05;1.426E-04;-1.265E-05;3.209E-05;1.126E-04;2.513E-05;1.472E-05;5.491E-05;3.173E-05;6.893E-05;-3.109E-05;9.619E-05;-7.796E-05;1.263E-04;-2.539E-05;7.551E-05;7.680E-05;-9.645E-05;9.000E-05;-3.227E-05;3.476E-05;1.850E-05;
