Samples;2048;Curves ;80;SampleDist;4.883E-04;Stímulus;Flimmer 4Hz
Point;Curve_1;Curve_2;Curve_3;Curve_4;Curve_5;Curve_6;Curve_7;Curve_8;Curve_9;Curve_10;Curve_11;Curve_12;Curve_13;Curve_14;Curve_15;Curve_16;Curve_17;Curve_18;Curve_19;Curve_20;Curve_21;Curve_22;Curve_23;Curve_24;Curve_25;Curve_26;Curve_27;Curve_28;Curve_29;Curve_30;Curve_31;Curve_32;Curve_33;Curve_34;Curve_35;Curve_36;Curve_37;Curve_38;Curve_39;Curve_40;Curve_41;Curve_42;Curve_43;Curve_44;Curve_45;Curve_46;Curve_47;Curve_48;Curve_49;Curve_50;Curve_51;Curve_52;Curve_53;Curve_54;Curve_55;Curve_56;Curve_57;Curve_58;Curve_59;Curve_60;Curve_61;Curve_62;Curve_63;Curve_64;Curve_65;Curve_66;Curve_67;Curve_68;Curve_69;Curve_70;Curve_71;Curve_72;Curve_73;Curve_74;Curve_75;Curve_76;Curve_77;Curve_78;Curve_79;Curve_80;
1176;6.244E-05;-4.399E-05;-8.308E-06;-6.765E-05;-4.325E-05;4.009E-06;-1.624E-05;-4.961E-05;5.206E-05;-1.587E-05;-5.156E-05;-7.549E-06;2.419E-05;9.188E-05;1.071E-04;8.698E-05;1.110E-05;1.533E-05;8.433E-05;6.063E-05;-1.505E-05;9.794E-05;1.821E-05;4.041E-05;2.251E-05;5.363E-05;6.289E-07;8.421E-06;-7.426E-05;-9.592E-05;-1.489E-04;-1.092E-04;-1.299E-04;-8.202E-05;-1.145E-04;-7.075E-05;-1.385E-04;-1.530E-05;5.159E-05;-1.050E-05;-1.905E-05;-1.310E-04;-9.697E-05;-5.569E-05;-8.349E-05;-1.699E-04;-1.554E-04;-8.177E-05;-1.367E-05;4.103E-05;-8.900E-05;-5.181E-05;3.465E-05;-2.651E-05;-3.144E-05;-4.194E-05;2.849E-05;-5.335E-05;-1.013E-04;-1.353E-04;-6.392E-05;-9.520E-05;-6.736E-06;1.124E-05;-1.589E-04;-1.362E-04;-9.376E-05;-8.932E-05;-8.571E-05;-5.987E-05;-3.264E-05;-6.489E-05;-1.394E-05;6.861E-05;-6.186E-05;-1.033E-04;3.065E-05;1.583E-05;-1.140E-04;-1.365E-04;
1177;6.398E-05;-4.577E-05;-1.085E-05;-6.595E-05;-4.250E-05;1.585E-05;-1.682E-05;-4.901E-05;5.163E-05;-1.657E-05;-4.986E-05;-7.791E-06;2.453E-05;9.191E-05;1.036E-04;8.462E-05;-1.277E-05;1.384E-05;8.242E-05;6.032E-05;-1.878E-05;9.894E-05;1.963E-05;4.053E-05;2.108E-05;5.441E-05;6.894E-07;1.230E-05;-7.214E-05;-9.577E-05;-1.491E-04;-1.029E-04;-1.296E-04;-8.268E-05;-1.162E-04;-7.318E-05;-1.390E-04;-1.621E-05;5.308E-05;-1.434E-05;-1.771E-05;-1.293E-04;-9.527E-05;-5.239E-05;-8.752E-05;-1.688E-04;-1.545E-04;-7.992E-05;-1.903E-05;1.683E-05;-9.060E-05;-5.088E-05;3.044E-05;-2.706E-05;-2.829E-05;-4.091E-05;2.634E-05;-5.496E-05;-1.023E-04;-1.388E-04;-6.744E-05;-9.608E-05;-9.553E-06;8.027E-06;-1.607E-04;-1.394E-04;-9.579E-05;-9.135E-05;-8.599E-05;-5.884E-05;-3.282E-05;-6.740E-05;-4.695E-05;6.577E-05;-6.089E-05;-1.048E-04;2.968E-05;1.423E-05;-1.157E-04;-1.372E-04;
1178;6.332E-05;-4.659E-05;-1.321E-05;-6.247E-05;-4.098E-05;2.603E-05;-1.821E-05;-4.895E-05;4.918E-05;-1.663E-05;-4.871E-05;-8.245E-06;2.468E-05;9.101E-05;1.006E-04;8.322E-05;-3.775E-05;1.306E-05;8.094E-05;5.957E-05;-2.141E-05;9.949E-05;2.142E-05;4.053E-05;2.021E-05;5.584E-05;-4.917E-07;1.445E-05;-7.056E-05;-9.431E-05;-1.444E-04;-9.558E-05;-1.310E-04;-8.205E-05;-1.171E-04;-7.551E-05;-1.401E-04;-1.812E-05;5.477E-05;-1.746E-05;-1.565E-05;-1.269E-04;-9.530E-05;-4.912E-05;-9.373E-05;-1.655E-04;-1.527E-04;-7.774E-05;-2.303E-05;-1.045E-05;-9.121E-05;-5.336E-05;2.871E-05;-2.648E-05;-2.680E-05;-3.842E-05;2.468E-05;-5.741E-05;-1.038E-04;-1.433E-04;-7.137E-05;-9.744E-05;-1.228E-05;4.726E-06;-1.614E-04;-1.415E-04;-9.782E-05;-9.238E-05;-8.677E-05;-5.739E-05;-3.385E-05;-6.813E-05;-7.466E-05;6.128E-05;-6.349E-05;-1.051E-04;2.792E-05;1.284E-05;-1.179E-04;-1.366E-04;
1179;6.374E-05;-4.641E-05;-1.645E-05;-6.280E-05;-4.174E-05;3.778E-05;-1.903E-05;-4.955E-05;4.606E-05;-1.584E-05;-4.768E-05;-7.397E-06;2.395E-05;8.886E-05;9.696E-05;8.228E-05;-5.514E-05;1.215E-05;8.039E-05;5.887E-05;-2.266E-05;9.946E-05;2.287E-05;4.032E-05;1.972E-05;5.759E-05;-1.824E-06;1.569E-05;-7.032E-05;-9.338E-05;-1.365E-04;-8.688E-05;-1.343E-04;-8.290E-05;-1.166E-04;-7.636E-05;-1.418E-04;-2.021E-05;5.635E-05;-1.995E-05;-1.420E-05;-1.248E-04;-9.673E-05;-4.697E-05;-1.006E-04;-1.615E-04;-1.509E-04;-7.525E-05;-2.624E-05;-3.402E-05;-9.139E-05;-5.730E-05;2.568E-05;-2.400E-05;-2.699E-05;-4.115E-05;2.225E-05;-6.026E-05;-1.051E-04;-1.485E-04;-7.455E-05;-9.935E-05;-1.485E-05;1.394E-06;-1.619E-04;-1.424E-04;-9.849E-05;-9.317E-05;-8.790E-05;-5.433E-05;-3.454E-05;-6.852E-05;-8.578E-05;5.729E-05;-6.834E-05;-1.063E-04;2.659E-05;1.141E-05;-1.200E-04;-1.355E-04;
1180;6.447E-05;-4.659E-05;-1.939E-05;-6.668E-05;-4.322E-05;4.226E-05;-1.712E-05;-4.746E-05;4.552E-05;-1.296E-05;-4.374E-05;-3.551E-06;2.441E-05;8.652E-05;9.302E-05;8.056E-05;-5.696E-05;1.188E-05;7.879E-05;5.851E-05;-2.366E-05;9.973E-05;2.318E-05;4.026E-05;1.984E-05;5.926E-05;-2.067E-06;1.729E-05;-6.977E-05;-9.353E-05;-1.280E-04;-7.940E-05;-1.372E-04;-8.459E-05;-1.152E-04;-7.675E-05;-1.431E-04;-2.269E-05;5.741E-05;-2.119E-05;-1.226E-05;-1.238E-04;-9.924E-05;-4.782E-05;-1.064E-04;-1.575E-04;-1.486E-04;-7.404E-05;-2.906E-05;-4.489E-05;-9.166E-05;-5.948E-05;2.172E-05;-2.291E-05;-2.641E-05;-4.660E-05;1.822E-05;-6.304E-05;-1.068E-04;-1.536E-04;-7.728E-05;-1.009E-04;-1.694E-05;-1.967E-06;-1.625E-04;-1.423E-04;-9.773E-05;-9.438E-05;-8.950E-05;-5.064E-05;-3.355E-05;-6.885E-05;-8.275E-05;5.529E-05;-7.103E-05;-1.105E-04;2.489E-05;1.069E-05;-1.190E-04;-1.353E-04;
1181;6.625E-05;-4.517E-05;-1.870E-05;-6.559E-05;-4.356E-05;3.072E-05;-1.554E-05;-4.431E-05;4.461E-05;-1.018E-05;-4.065E-05;3.561E-07;2.577E-05;8.692E-05;9.178E-05;7.922E-05;-4.854E-05;1.245E-05;7.639E-05;5.796E-05;-2.396E-05;9.958E-05;2.308E-05;3.999E-05;1.999E-05;5.968E-05;-1.461E-06;2.011E-05;-6.868E-05;-9.447E-05;-1.216E-04;-7.413E-05;-1.378E-04;-8.496E-05;-1.126E-04;-7.914E-05;-1.460E-04;-2.454E-05;5.862E-05;-2.137E-05;-9.990E-06;-1.243E-04;-1.017E-04;-4.957E-05;-1.095E-04;-1.545E-04;-1.457E-04;-7.553E-05;-3.027E-05;-4.316E-05;-9.330E-05;-6.217E-05;1.932E-05;-2.388E-05;-2.653E-05;-4.739E-05;1.371E-05;-6.622E-05;-1.086E-04;-1.563E-04;-8.043E-05;-1.030E-04;-1.846E-05;-4.027E-06;-1.636E-04;-1.413E-04;-9.773E-05;-9.611E-05;-9.029E-05;-4.797E-05;-3.224E-05;-6.961E-05;-7.524E-05;5.380E-05;-7.152E-05;-1.138E-04;2.108E-05;9.565E-06;-1.156E-04;-1.357E-04;
1182;7.043E-05;-4.326E-05;-1.597E-05;-6.298E-05;-4.501E-05;9.733E-06;-1.603E-05;-4.283E-05;4.167E-05;-9.421E-06;-4.035E-05;1.295E-06;2.474E-05;8.895E-05;9.190E-05;8.180E-05;-4.051E-05;1.233E-05;7.391E-05;5.702E-05;-2.384E-05;9.946E-05;2.248E-05;3.872E-05;1.993E-05;5.984E-05;-4.614E-07;2.508E-05;-6.659E-05;-9.631E-05;-1.190E-04;-7.171E-05;-1.368E-04;-8.444E-05;-1.113E-04;-8.190E-05;-1.513E-04;-2.633E-05;5.923E-05;-2.043E-05;-7.567E-06;-1.261E-04;-1.026E-04;-5.024E-05;-1.103E-04;-1.551E-04;-1.429E-04;-7.840E-05;-2.997E-05;-3.626E-05;-9.415E-05;-6.690E-05;1.908E-05;-2.560E-05;-2.759E-05;-4.657E-05;1.129E-05;-6.968E-05;-1.095E-04;-1.547E-04;-8.334E-05;-1.057E-04;-2.043E-05;-3.724E-06;-1.647E-04;-1.398E-04;-9.894E-05;-9.865E-05;-9.192E-05;-4.570E-05;-3.139E-05;-6.991E-05;-6.964E-05;5.371E-05;-7.091E-05;-1.156E-04;1.847E-05;7.566E-06;-1.126E-04;-1.368E-04;
1183;7.228E-05;-4.123E-05;-1.446E-05;-6.214E-05;-4.619E-05;-1.562E-05;-1.636E-05;-4.156E-05;3.864E-05;-1.057E-05;-4.147E-05;9.618E-07;2.213E-05;9.076E-05;9.048E-05;8.431E-05;-3.424E-05;1.427E-05;7.124E-05;5.475E-05;-2.369E-05;9.925E-05;2.106E-05;3.626E-05;2.045E-05;6.084E-05;9.317E-07;3.141E-05;-6.438E-05;-9.810E-05;-1.227E-04;-7.174E-05;-1.348E-04;-8.523E-05;-1.102E-04;-8.347E-05;-1.529E-04;-3.026E-05;5.747E-05;-1.810E-05;-5.114E-06;-1.282E-04;-1.021E-04;-5.066E-05;-1.095E-04;-1.589E-04;-1.408E-04;-8.101E-05;-2.915E-05;-3.032E-05;-9.509E-05;-7.053E-05;1.987E-05;-2.709E-05;-2.935E-05;-4.715E-05;8.109E-06;-7.143E-05;-1.111E-04;-1.484E-04;-8.534E-05;-1.083E-04;-2.170E-05;-3.088E-06;-1.655E-04;-1.382E-04;-1.015E-04;-1.024E-04;-9.416E-05;-4.285E-05;-3.073E-05;-7.064E-05;-6.779E-05;5.292E-05;-6.961E-05;-1.172E-04;1.793E-05;6.627E-06;-1.117E-04;-1.373E-04;
1184;7.195E-05;-3.990E-05;-1.443E-05;-6.226E-05;-4.616E-05;-3.912E-05;-1.739E-05;-4.029E-05;3.731E-05;-1.224E-05;-4.238E-05;1.537E-06;1.956E-05;9.246E-05;8.854E-05;8.462E-05;-3.076E-05;1.914E-05;7.140E-05;5.115E-05;-2.396E-05;9.913E-05;1.860E-05;3.369E-05;2.148E-05;6.223E-05;2.204E-06;3.734E-05;-6.266E-05;-1.004E-04;-1.311E-04;-7.456E-05;-1.329E-04;-8.695E-05;-1.080E-04;-8.475E-05;-1.485E-04;-3.220E-05;5.350E-05;-1.746E-05;-2.842E-06;-1.311E-04;-1.022E-04;-5.130E-05;-1.074E-04;-1.648E-04;-1.406E-04;-8.404E-05;-2.921E-05;-2.657E-05;-9.727E-05;-7.117E-05;2.075E-05;-2.969E-05;-3.056E-05;-4.857E-05;2.688E-06;-7.001E-05;-1.139E-04;-1.406E-04;-8.718E-05;-1.111E-04;-2.288E-05;-2.664E-06;-1.658E-04;-1.366E-04;-1.038E-04;-1.074E-04;-9.550E-05;-4.052E-05;-3.085E-05;-7.134E-05;-6.867E-05;4.841E-05;-7.046E-05;-1.188E-04;1.817E-05;7.415E-06;-1.114E-04;-1.405E-04;
1185;6.759E-05;-3.957E-05;-1.503E-05;-6.286E-05;-4.640E-05;-5.075E-05;-1.918E-05;-4.010E-05;3.755E-05;-1.312E-05;-4.477E-05;2.325E-06;1.750E-05;9.467E-05;8.711E-05;8.431E-05;-3.076E-05;2.148E-05;7.115E-05;5.157E-05;-2.459E-05;9.940E-05;1.657E-05;3.263E-05;2.263E-05;6.344E-05;2.809E-06;4.392E-05;-6.114E-05;-1.024E-04;-1.431E-04;-7.892E-05;-1.303E-04;-8.886E-05;-1.056E-04;-8.693E-05;-1.409E-04;-3.178E-05;5.038E-05;-1.813E-05;-4.195E-07;-1.341E-04;-1.029E-04;-5.257E-05;-1.050E-04;-1.716E-04;-1.424E-04;-8.740E-05;-2.994E-05;-2.478E-05;-1.002E-04;-6.980E-05;1.775E-05;-3.230E-05;-3.123E-05;-5.108E-05;-2.521E-06;-6.807E-05;-1.149E-04;-1.323E-04;-9.055E-05;-1.129E-04;-2.473E-05;-1.967E-06;-1.657E-04;-1.360E-04;-1.055E-04;-1.116E-04;-9.641E-05;-4.019E-05;-3.230E-05;-7.285E-05;-7.006E-05;4.466E-05;-7.222E-05;-1.204E-04;1.826E-05;7.294E-06;-1.099E-04;-1.460E-04;
1186;6.274E-05;-4.081E-05;-1.679E-05;-6.459E-05;-4.710E-05;-4.736E-05;-2.106E-05;-3.995E-05;3.661E-05;-1.312E-05;-4.829E-05;1.416E-06;1.617E-05;9.670E-05;8.666E-05;8.477E-05;-3.224E-05;2.193E-05;6.837E-05;5.357E-05;-2.320E-05;1.000E-04;1.521E-05;3.366E-05;2.272E-05;6.483E-05;2.658E-06;5.349E-05;-5.993E-05;-1.045E-04;-1.558E-04;-8.404E-05;-1.258E-04;-9.062E-05;-1.034E-04;-8.947E-05;-1.328E-04;-3.084E-05;4.784E-05;-1.665E-05;9.131E-07;-1.341E-04;-1.020E-04;-5.357E-05;-1.026E-04;-1.781E-04;-1.461E-04;-9.061E-05;-3.139E-05;-2.478E-05;-1.020E-04;-7.005E-05;1.275E-05;-3.402E-05;-3.107E-05;-5.442E-05;-7.912E-06;-6.665E-05;-1.164E-04;-1.196E-04;-9.397E-05;-1.152E-04;-2.612E-05;-8.770E-07;-1.663E-04;-1.365E-04;-1.069E-04;-1.140E-04;-9.725E-05;-4.125E-05;-3.494E-05;-7.461E-05;-7.203E-05;4.581E-05;-7.249E-05;-1.222E-04;1.799E-05;5.749E-06;-1.092E-04;-1.501E-04;
1187;5.962E-05;-4.396E-05;-1.906E-05;-6.641E-05;-4.861E-05;-3.676E-05;-2.199E-05;-4.019E-05;3.589E-05;-1.275E-05;-4.947E-05;-1.588E-07;1.644E-05;9.812E-05;8.636E-05;8.604E-05;-3.358E-05;2.138E-05;6.622E-05;5.433E-05;-2.175E-05;1.015E-04;1.373E-05;3.563E-05;2.233E-05;6.638E-05;2.385E-06;6.375E-05;-5.787E-05;-1.067E-04;-1.662E-04;-8.864E-05;-1.215E-04;-9.168E-05;-1.024E-04;-9.126E-05;-1.236E-04;-2.969E-05;4.572E-05;-1.483E-05;-7.223E-07;-1.328E-04;-9.900E-05;-5.236E-05;-1.008E-04;-1.822E-04;-1.498E-04;-9.506E-05;-3.321E-05;-2.602E-05;-1.023E-04;-7.129E-05;9.238E-06;-3.457E-05;-3.011E-05;-5.535E-05;-1.233E-05;-6.565E-05;-1.188E-04;-1.050E-04;-9.485E-05;-1.184E-04;-2.872E-05;-6.347E-07;-1.679E-04;-1.386E-04;-1.082E-04;-1.152E-04;-9.792E-05;-4.234E-05;-3.894E-05;-7.579E-05;-7.391E-05;4.853E-05;-7.203E-05;-1.227E-04;1.878E-05;3.659E-06;-1.108E-04;-1.521E-04;
1188;5.732E-05;-4.759E-05;-2.076E-05;-6.774E-05;-4.967E-05;-2.828E-05;-2.427E-05;-3.998E-05;3.685E-05;-1.200E-05;-5.041E-05;-2.339E-06;1.629E-05;9.891E-05;8.542E-05;8.616E-05;-3.388E-05;2.045E-05;6.567E-05;5.533E-05;-2.269E-05;1.038E-04;1.324E-05;3.732E-05;2.120E-05;6.713E-05;2.264E-06;7.378E-05;-5.602E-05;-1.081E-04;-1.721E-04;-9.137E-05;-1.205E-04;-9.250E-05;-1.025E-04;-9.241E-05;-1.118E-04;-2.745E-05;4.514E-05;-1.322E-05;-2.327E-06;-1.314E-04;-9.588E-05;-4.806E-05;-9.897E-05;-1.820E-04;-1.530E-04;-1.002E-04;-3.590E-05;-2.750E-05;-1.026E-04;-7.271E-05;7.209E-06;-3.690E-05;-2.968E-05;-5.517E-05;-1.539E-05;-6.535E-05;-1.207E-04;-9.258E-05;-9.560E-05;-1.200E-04;-3.100E-05;-1.876E-06;-1.708E-04;-1.413E-04;-1.097E-04;-1.156E-04;-9.825E-05;-4.255E-05;-4.445E-05;-7.773E-05;-7.485E-05;5.008E-05;-7.209E-05;-1.215E-04;2.047E-05;1.751E-06;-1.135E-04;-1.523E-04;
1189;5.484E-05;-4.956E-05;-2.275E-05;-6.871E-05;-5.107E-05;-2.582E-05;-2.775E-05;-3.959E-05;3.513E-05;-1.112E-05;-5.265E-05;-5.095E-06;1.556E-05;9.912E-05;8.272E-05;8.589E-05;-3.376E-05;1.887E-05;6.476E-05;5.418E-05;-2.487E-05;1.032E-04;1.421E-05;3.932E-05;1.857E-05;6.680E-05;1.477E-06;8.541E-05;-5.509E-05;-1.085E-04;-1.717E-04;-9.106E-05;-1.219E-04;-9.331E-05;-1.039E-04;-9.374E-05;-9.785E-05;-2.512E-05;4.687E-05;-1.353E-05;-3.539E-06;-1.273E-04;-9.373E-05;-4.427E-05;-9.876E-05;-1.771E-04;-1.544E-04;-1.046E-04;-3.836E-05;-2.908E-05;-1.039E-04;-7.383E-05;5.180E-06;-4.053E-05;-2.895E-05;-5.569E-05;-1.809E-05;-6.571E-05;-1.219E-04;-8.059E-05;-9.742E-05;-1.217E-04;-3.081E-05;-2.755E-06;-1.749E-04;-1.444E-04;-1.104E-04;-1.156E-04;-9.965E-05;-4.273E-05;-5.087E-05;-8.000E-05;-7.566E-05;4.896E-05;-7.258E-05;-1.185E-04;2.293E-05;2.024E-06;-1.157E-04;-1.518E-04;
1190;5.305E-05;-4.977E-05;-2.463E-05;-6.977E-05;-5.310E-05;-2.782E-05;-3.002E-05;-4.141E-05;3.146E-05;-9.784E-06;-5.510E-05;-7.549E-06;1.629E-05;9.991E-05;7.948E-05;8.413E-05;-3.727E-05;1.721E-05;6.416E-05;5.175E-05;-2.762E-05;1.012E-04;1.294E-05;4.326E-05;1.545E-05;6.459E-05;1.174E-06;8.889E-05;-5.478E-05;-1.078E-04;-1.673E-04;-8.664E-05;-1.235E-04;-9.328E-05;-1.073E-04;-9.522E-05;-8.422E-05;-2.351E-05;4.641E-05;-1.549E-05;-4.326E-06;-1.212E-04;-9.037E-05;-4.136E-05;-1.025E-04;-1.687E-04;-1.525E-04;-1.067E-04;-4.072E-05;-2.962E-05;-1.065E-04;-7.498E-05;3.393E-06;-4.284E-05;-2.747E-05;-5.738E-05;-2.033E-05;-6.601E-05;-1.229E-04;-6.741E-05;-9.936E-05;-1.245E-04;-3.206E-05;-2.634E-06;-1.775E-04;-1.486E-04;-1.114E-04;-1.152E-04;-1.010E-04;-4.182E-05;-5.544E-05;-8.233E-05;-7.663E-05;4.935E-05;-7.388E-05;-1.148E-04;2.438E-05;4.598E-06;-1.176E-04;-1.505E-04;
1191;5.105E-05;-5.004E-05;-2.645E-05;-7.131E-05;-5.464E-05;-2.843E-05;-3.232E-05;-4.404E-05;2.919E-05;-8.997E-06;-5.655E-05;-1.027E-05;1.823E-05;1.005E-04;7.648E-05;8.253E-05;-4.230E-05;1.666E-05;6.470E-05;4.951E-05;-2.923E-05;9.955E-05;1.064E-05;4.580E-05;1.584E-05;6.447E-05;-3.100E-07;7.669E-05;-5.472E-05;-1.059E-04;-1.599E-04;-8.025E-05;-1.243E-04;-9.241E-05;-1.119E-04;-9.613E-05;-7.156E-05;-2.399E-05;4.581E-05;-1.931E-05;-4.599E-06;-1.152E-04;-8.688E-05;-3.818E-05;-1.069E-04;-1.609E-04;-1.505E-04;-1.052E-04;-4.356E-05;-2.850E-05;-1.095E-04;-7.477E-05;2.333E-06;-4.359E-05;-2.584E-05;-5.947E-05;-2.142E-05;-6.583E-05;-1.236E-04;-6.481E-05;-9.969E-05;-1.267E-04;-3.424E-05;-3.875E-06;-1.768E-04;-1.514E-04;-1.141E-04;-1.152E-04;-1.020E-04;-4.040E-05;-5.986E-05;-8.372E-05;-7.712E-05;5.090E-05;-7.437E-05;-1.122E-04;2.502E-05;6.022E-06;-1.181E-04;-1.494E-04;
1192;4.845E-05;-5.065E-05;-2.818E-05;-7.225E-05;-5.552E-05;-2.591E-05;-3.490E-05;-4.562E-05;2.874E-05;-1.039E-05;-5.867E-05;-1.355E-05;1.950E-05;1.007E-04;7.412E-05;8.243E-05;-4.490E-05;1.642E-05;6.391E-05;4.736E-05;-3.080E-05;9.746E-05;8.789E-06;4.583E-05;1.730E-05;7.107E-05;-2.763E-06;5.515E-05;-5.469E-05;-1.044E-04;-1.502E-04;-7.232E-05;-1.256E-04;-9.186E-05;-1.143E-04;-9.583E-05;-6.459E-05;-2.642E-05;4.869E-05;-2.325E-05;-4.023E-06;-1.091E-04;-8.455E-05;-3.458E-05;-1.091E-04;-1.524E-04;-1.496E-04;-1.031E-04;-4.575E-05;-2.608E-05;-1.122E-04;-7.326E-05;-6.046E-07;-4.335E-05;-2.411E-05;-6.053E-05;-2.166E-05;-6.632E-05;-1.248E-04;-7.907E-05;-9.830E-05;-1.265E-04;-3.602E-05;-6.056E-06;-1.768E-04;-1.516E-04;-1.148E-04;-1.174E-04;-1.028E-04;-3.834E-05;-6.395E-05;-8.488E-05;-7.697E-05;5.208E-05;-7.412E-05;-1.107E-04;2.483E-05;4.931E-06;-1.167E-04;-1.478E-04;
1193;4.521E-05;-4.992E-05;-2.978E-05;-7.252E-05;-5.655E-05;-2.404E-05;-3.705E-05;-4.477E-05;2.892E-05;-1.287E-05;-6.064E-05;-1.585E-05;2.059E-05;1.020E-04;7.276E-05;8.171E-05;-4.548E-05;1.820E-05;6.134E-05;4.452E-05;-3.180E-05;9.586E-05;6.760E-06;4.411E-05;1.796E-05;8.067E-05;-2.097E-06;2.829E-05;-5.509E-05;-1.041E-04;-1.397E-04;-6.466E-05;-1.269E-04;-9.244E-05;-1.148E-04;-9.586E-05;-7.286E-05;-2.951E-05;5.256E-05;-2.670E-05;-2.267E-06;-1.039E-04;-8.383E-05;-3.243E-05;-1.092E-04;-1.446E-04;-1.464E-04;-1.024E-04;-4.808E-05;-2.142E-05;-1.138E-04;-7.132E-05;-4.996E-06;-4.229E-05;-2.235E-05;-6.014E-05;-2.148E-05;-6.689E-05;-1.257E-04;-1.036E-04;-9.563E-05;-1.245E-04;-3.681E-05;-8.055E-06;-1.770E-04;-1.522E-04;-1.136E-04;-1.182E-04;-1.031E-04;-3.683E-05;-6.728E-05;-8.560E-05;-7.587E-05;5.220E-05;-7.424E-05;-1.097E-04;2.377E-05;1.812E-06;-1.137E-04;-1.456E-04;
1194;4.254E-05;-4.868E-05;-3.069E-05;-7.337E-05;-5.743E-05;-2.370E-05;-3.871E-05;-4.213E-05;2.856E-05;-1.469E-05;-6.231E-05;-1.679E-05;2.286E-05;1.040E-04;7.155E-05;7.989E-05;-4.451E-05;1.930E-05;5.874E-05;4.173E-05;-3.214E-05;9.534E-05;4.671E-06;4.244E-05;1.778E-05;8.924E-05;-2.157E-06;6.604E-06;-5.539E-05;-1.046E-04;-1.310E-04;-5.929E-05;-1.279E-04;-9.289E-05;-1.144E-04;-9.619E-05;-9.406E-05;-3.226E-05;5.450E-05;-2.958E-05;9.538E-08;-1.016E-04;-8.361E-05;-3.083E-05;-1.084E-04;-1.388E-04;-1.426E-04;-1.007E-04;-5.156E-05;-1.745E-05;-1.133E-04;-7.032E-05;-8.237E-06;-4.190E-05;-2.108E-05;-5.929E-05;-2.009E-05;-6.728E-05;-1.259E-04;-1.335E-04;-9.248E-05;-1.217E-04;-3.590E-05;-8.842E-06;-1.770E-04;-1.515E-04;-1.137E-04;-1.189E-04;-9.883E-05;-3.586E-05;-7.198E-05;-8.494E-05;-7.488E-05;5.150E-05;-7.325E-05;-1.109E-04;2.235E-05;-7.320E-07;-1.114E-04;-1.429E-04;
1195;4.093E-05;-4.792E-05;-3.157E-05;-7.204E-05;-5.894E-05;-2.164E-05;-4.017E-05;-3.986E-05;2.771E-05;-1.663E-05;-6.319E-05;-1.824E-05;2.595E-05;1.043E-04;6.997E-05;7.832E-05;-4.312E-05;1.969E-05;5.586E-05;3.779E-05;-3.223E-05;9.398E-05;3.096E-06;4.065E-05;1.724E-05;9.660E-05;-3.763E-06;-2.421E-06;-5.227E-05;-1.056E-04;-1.260E-04;-5.651E-05;-1.282E-04;-9.368E-05;-1.135E-04;-9.722E-05;-1.223E-04;-3.311E-05;5.441E-05;-3.094E-05;4.033E-06;-1.022E-04;-8.258E-05;-2.952E-05;-1.078E-04;-1.349E-04;-1.404E-04;-9.824E-05;-5.404E-05;-1.742E-05;-1.131E-04;-6.923E-05;-9.569E-06;-4.432E-05;-2.111E-05;-5.881E-05;-1.806E-05;-6.762E-05;-1.260E-04;-1.601E-04;-9.055E-05;-1.193E-04;-3.293E-05;-9.084E-06;-1.759E-04;-1.481E-04;-1.143E-04;-1.202E-04;-9.459E-05;-3.143E-05;-7.455E-05;-8.409E-05;-7.575E-05;4.993E-05;-7.276E-05;-1.137E-04;2.120E-05;-2.761E-06;-1.114E-04;-1.404E-04;
1196;3.981E-05;-4.820E-05;-3.338E-05;-6.547E-05;-6.064E-05;-1.816E-05;-4.026E-05;-3.947E-05;2.526E-05;-1.929E-05;-6.304E-05;-2.048E-05;2.656E-05;1.035E-04;6.800E-05;7.789E-05;-4.260E-05;2.172E-05;5.450E-05;3.467E-05;-3.262E-05;9.234E-05;1.460E-06;3.741E-05;1.615E-05;1.048E-04;-4.762E-06;1.940E-06;-4.936E-05;-1.036E-04;-1.260E-04;-5.681E-05;-1.272E-04;-9.477E-05;-1.128E-04;-9.792E-05;-1.519E-04;-3.287E-05;5.386E-05;-3.273E-05;9.060E-06;-1.034E-04;-8.074E-05;-2.868E-05;-1.075E-04;-1.333E-04;-1.393E-04;-9.539E-05;-5.489E-05;-1.745E-05;-1.155E-04;-6.820E-05;-8.539E-06;-4.729E-05;-2.050E-05;-5.778E-05;-1.585E-05;-6.774E-05;-1.268E-04;-1.714E-04;-8.852E-05;-1.178E-04;-3.172E-05;-9.266E-06;-1.742E-04;-1.430E-04;-1.140E-04;-1.209E-04;-9.286E-05;-2.913E-05;-7.364E-05;-8.142E-05;-7.772E-05;4.732E-05;-7.297E-05;-1.162E-04;1.896E-05;-5.335E-06;-1.125E-04;-1.381E-04;
