Samples;2048;Curves ;80;SampleDist;4.883E-04;Stímulus;Flimmer 4Hz
Point;Curve_1;Curve_2;Curve_3;Curve_4;Curve_5;Curve_6;Curve_7;Curve_8;Curve_9;Curve_10;Curve_11;Curve_12;Curve_13;Curve_14;Curve_15;Curve_16;Curve_17;Curve_18;Curve_19;Curve_20;Curve_21;Curve_22;Curve_23;Curve_24;Curve_25;Curve_26;Curve_27;Curve_28;Curve_29;Curve_30;Curve_31;Curve_32;Curve_33;Curve_34;Curve_35;Curve_36;Curve_37;Curve_38;Curve_39;Curve_40;Curve_41;Curve_42;Curve_43;Curve_44;Curve_45;Curve_46;Curve_47;Curve_48;Curve_49;Curve_50;Curve_51;Curve_52;Curve_53;Curve_54;Curve_55;Curve_56;Curve_57;Curve_58;Curve_59;Curve_60;Curve_61;Curve_62;Curve_63;Curve_64;Curve_65;Curve_66;Curve_67;Curve_68;Curve_69;Curve_70;Curve_71;Curve_72;Curve_73;Curve_74;Curve_75;Curve_76;Curve_77;Curve_78;Curve_79;Curve_80;
1691;-2.681E-05;4.517E-05;1.125E-04;9.105E-05;-2.178E-05;2.221E-05;6.341E-05;1.056E-05;8.356E-05;3.289E-05;1.460E-04;5.254E-05;6.475E-05;2.350E-05;1.679E-05;3.261E-05;4.250E-05;2.066E-05;3.252E-06;7.429E-05;5.376E-05;-2.638E-05;3.302E-05;9.763E-06;-7.735E-05;-1.294E-04;-7.615E-05;-8.831E-05;-3.804E-05;-3.841E-05;-7.298E-05;-3.891E-05;1.060E-04;7.271E-05;2.206E-05;-2.287E-05;-3.449E-05;-6.546E-05;-3.042E-06;-1.150E-05;-5.787E-05;-1.906E-05;-1.001E-04;-9.470E-05;-5.366E-05;2.241E-05;1.735E-05;-3.285E-05;-3.124E-05;-3.886E-05;1.440E-05;4.746E-05;-1.962E-05;-2.367E-05;2.099E-05;1.421E-05;-2.251E-05;-3.609E-05;1.456E-05;-5.300E-05;-6.256E-05;9.230E-05;-3.496E-05;-5.151E-05;1.112E-04;2.611E-05;1.322E-04;5.808E-05;-2.369E-05;-1.690E-05;-5.002E-05;6.749E-05;1.667E-04;3.256E-06;8.736E-05;6.905E-06;-9.904E-06;-2.932E-05;1.198E-04;1.087E-04;
1692;-2.376E-05;5.717E-05;1.147E-04;9.226E-05;-2.284E-05;2.303E-05;6.272E-05;1.059E-05;8.274E-05;3.089E-05;1.422E-04;5.308E-05;6.617E-05;2.510E-05;1.724E-05;3.392E-05;4.414E-05;2.026E-05;4.161E-06;7.295E-05;5.306E-05;-2.729E-05;3.247E-05;1.749E-05;-8.013E-05;-1.286E-04;-7.400E-05;-8.964E-05;-3.794E-05;-3.777E-05;-7.440E-05;-3.782E-05;1.059E-04;7.302E-05;1.900E-05;-2.590E-05;-3.394E-05;-6.688E-05;-5.374E-06;-1.434E-05;-5.926E-05;-2.233E-05;-1.019E-04;-9.228E-05;-5.503E-05;2.380E-05;1.889E-05;-3.243E-05;-3.203E-05;-3.971E-05;1.752E-05;4.440E-05;-1.311E-05;-2.648E-05;2.005E-05;1.451E-05;-2.375E-05;-3.606E-05;1.332E-05;-5.294E-05;-6.392E-05;8.948E-05;-3.654E-05;-5.239E-05;1.081E-04;2.517E-05;1.325E-04;5.435E-05;-2.578E-05;-1.647E-05;-5.087E-05;6.422E-05;1.644E-04;3.256E-06;8.763E-05;6.390E-06;-1.378E-05;-3.317E-05;1.285E-04;1.081E-04;
1693;-1.994E-05;6.432E-05;1.157E-04;8.966E-05;-2.469E-05;2.254E-05;6.011E-05;9.656E-06;8.259E-05;2.841E-05;1.359E-04;5.148E-05;6.441E-05;2.389E-05;1.724E-05;3.670E-05;4.586E-05;2.063E-05;4.161E-06;7.099E-05;5.194E-05;-2.723E-05;3.156E-05;2.512E-05;-8.237E-05;-1.269E-04;-7.178E-05;-9.276E-05;-3.828E-05;-3.871E-05;-7.591E-05;-4.034E-05;1.032E-04;7.202E-05;1.821E-05;-2.754E-05;-3.397E-05;-6.873E-05;-7.312E-06;-1.710E-05;-6.123E-05;-2.623E-05;-1.031E-04;-9.082E-05;-5.557E-05;2.253E-05;1.983E-05;-3.237E-05;-3.269E-05;-3.992E-05;2.142E-05;4.171E-05;-6.571E-06;-2.736E-05;1.666E-05;1.479E-05;-2.372E-05;-3.627E-05;1.190E-05;-5.382E-05;-6.504E-05;8.672E-05;-3.745E-05;-5.566E-05;1.047E-04;2.435E-05;1.323E-04;5.075E-05;-2.778E-05;-1.584E-05;-4.242E-05;6.219E-05;1.614E-04;1.833E-06;8.657E-05;7.571E-06;-1.605E-05;-3.720E-05;1.386E-04;1.065E-04;
1694;-1.979E-05;5.402E-05;1.148E-04;8.654E-05;-2.496E-05;2.291E-05;5.844E-05;9.898E-06;8.210E-05;2.768E-05;1.317E-04;5.142E-05;6.305E-05;2.165E-05;1.622E-05;3.791E-05;4.786E-05;2.190E-05;4.100E-06;6.883E-05;5.079E-05;-2.638E-05;3.090E-05;3.363E-05;-8.371E-05;-1.250E-04;-6.988E-05;-9.709E-05;-3.788E-05;-4.077E-05;-7.628E-05;-4.346E-05;9.856E-05;6.959E-05;1.755E-05;-2.617E-05;-3.361E-05;-7.169E-05;-8.675E-06;-1.798E-05;-6.278E-05;-2.996E-05;-1.041E-04;-9.067E-05;-5.687E-05;2.014E-05;1.941E-05;-3.394E-05;-3.390E-05;-3.892E-05;2.457E-05;3.910E-05;1.526E-07;-2.681E-05;1.423E-05;1.233E-05;-2.257E-05;-3.667E-05;1.044E-05;-5.427E-05;-6.862E-05;8.409E-05;-3.790E-05;-5.836E-05;1.017E-04;2.399E-05;1.331E-04;4.799E-05;-3.053E-05;-1.581E-05;-3.521E-05;5.965E-05;1.577E-04;1.076E-06;8.418E-05;7.117E-06;-1.645E-05;-4.010E-05;1.490E-04;1.055E-04;
1695;-2.091E-05;3.288E-05;1.143E-04;8.496E-05;-2.354E-05;2.351E-05;5.763E-05;9.353E-06;8.086E-05;2.789E-05;1.304E-04;5.199E-05;6.314E-05;2.135E-05;1.637E-05;3.558E-05;4.753E-05;2.354E-05;3.949E-06;6.665E-05;5.061E-05;-2.480E-05;2.911E-05;4.374E-05;-8.583E-05;-1.217E-04;-6.969E-05;-1.017E-04;-3.698E-05;-4.210E-05;-7.667E-05;-4.494E-05;9.360E-05;6.823E-05;1.518E-05;-2.584E-05;-3.425E-05;-7.088E-05;-1.016E-05;-1.855E-05;-6.456E-05;-3.368E-05;-1.044E-04;-9.031E-05;-5.918E-05;1.863E-05;1.819E-05;-3.664E-05;-3.596E-05;-3.841E-05;2.681E-05;3.617E-05;9.783E-06;-2.657E-05;1.272E-05;1.146E-05;-2.336E-05;-3.661E-05;9.625E-06;-5.439E-05;-7.162E-05;8.091E-05;-3.854E-05;-5.912E-05;9.938E-05;2.359E-05;1.342E-04;4.545E-05;-3.238E-05;-1.772E-05;-3.242E-05;5.777E-05;1.551E-04;1.681E-06;8.248E-05;5.996E-06;-1.784E-05;-4.029E-05;1.614E-04;1.036E-04;
1696;-2.109E-05;8.953E-06;1.138E-04;8.478E-05;-2.281E-05;2.354E-05;5.687E-05;7.899E-06;7.956E-05;2.847E-05;1.296E-04;5.269E-05;6.375E-05;2.105E-05;1.779E-05;3.401E-05;4.602E-05;2.269E-05;4.434E-06;6.511E-05;5.045E-05;-2.223E-05;2.705E-05;5.540E-05;-8.755E-05;-1.183E-04;-7.145E-05;-1.059E-04;-3.573E-05;-4.389E-05;-7.731E-05;-4.624E-05;8.939E-05;6.769E-05;1.322E-05;-2.760E-05;-3.688E-05;-6.888E-05;-8.494E-06;-1.861E-05;-6.641E-05;-3.847E-05;-1.036E-04;-8.958E-05;-6.096E-05;1.690E-05;1.662E-05;-3.812E-05;-3.960E-05;-3.883E-05;2.996E-05;3.462E-05;2.244E-05;-2.745E-05;1.220E-05;1.370E-05;-2.393E-05;-3.969E-05;9.564E-06;-5.454E-05;-7.325E-05;7.852E-05;-4.044E-05;-5.897E-05;9.793E-05;2.166E-05;1.353E-04;4.318E-05;-3.420E-05;-2.041E-05;-3.336E-05;5.589E-05;1.529E-04;2.075E-06;8.215E-05;5.512E-06;-2.038E-05;-4.128E-05;1.659E-04;1.008E-04;
1697;-2.154E-05;-1.479E-05;1.131E-04;8.390E-05;-2.333E-05;2.291E-05;5.642E-05;6.264E-06;7.889E-05;2.907E-05;1.282E-04;5.333E-05;6.366E-05;2.050E-05;2.018E-05;3.322E-05;4.656E-05;2.214E-05;1.829E-06;6.353E-05;5.154E-05;-1.935E-05;2.399E-05;6.622E-05;-8.804E-05;-1.161E-04;-7.354E-05;-1.090E-04;-3.564E-05;-4.564E-05;-7.918E-05;-4.773E-05;8.678E-05;6.669E-05;1.237E-05;-2.993E-05;-3.894E-05;-6.960E-05;-7.161E-06;-1.625E-05;-6.744E-05;-4.389E-05;-1.016E-04;-8.882E-05;-6.117E-05;1.420E-05;1.598E-05;-3.616E-05;-4.490E-05;-3.929E-05;3.257E-05;3.468E-05;3.547E-05;-2.772E-05;1.245E-05;1.560E-05;-2.312E-05;-4.421E-05;8.080E-06;-5.388E-05;-7.319E-05;7.700E-05;-4.287E-05;-5.881E-05;9.654E-05;1.926E-05;1.359E-04;4.206E-05;-3.589E-05;-2.220E-05;-3.557E-05;5.517E-05;1.511E-04;2.348E-06;8.185E-05;4.724E-06;-2.226E-05;-4.334E-05;1.527E-04;1.007E-04;
1698;-2.206E-05;-3.096E-05;1.120E-04;8.260E-05;-2.460E-05;2.300E-05;5.620E-05;5.779E-06;7.925E-05;2.974E-05;1.269E-04;5.360E-05;6.293E-05;1.914E-05;2.294E-05;3.255E-05;4.823E-05;2.344E-05;-1.260E-06;6.029E-05;5.273E-05;-1.575E-05;2.021E-05;7.594E-05;-8.795E-05;-1.150E-04;-7.557E-05;-1.106E-04;-3.734E-05;-4.749E-05;-8.179E-05;-4.994E-05;8.642E-05;6.557E-05;1.040E-05;-3.208E-05;-4.006E-05;-7.130E-05;-8.706E-06;-1.434E-05;-6.847E-05;-4.998E-05;-9.912E-05;-8.831E-05;-6.051E-05;1.102E-05;1.641E-05;-3.086E-05;-4.968E-05;-3.962E-05;3.426E-05;3.411E-05;5.061E-05;-2.733E-05;1.269E-05;1.709E-05;-2.166E-05;-4.636E-05;5.324E-06;-5.484E-05;-7.165E-05;7.631E-05;-4.426E-05;-5.851E-05;9.554E-05;1.760E-05;1.358E-04;4.179E-05;-3.692E-05;-2.365E-05;-3.751E-05;5.620E-05;1.502E-04;1.439E-06;8.109E-05;3.452E-06;-2.302E-05;-4.431E-05;1.295E-04;1.011E-04;
1699;-2.203E-05;-3.260E-05;1.110E-04;8.199E-05;-2.566E-05;2.354E-05;5.539E-05;6.809E-06;8.089E-05;3.101E-05;1.258E-04;5.317E-05;6.272E-05;1.759E-05;2.503E-05;3.086E-05;4.980E-05;2.411E-05;-3.229E-06;5.845E-05;5.030E-05;-1.236E-05;1.851E-05;8.672E-05;-8.685E-05;-1.154E-04;-7.790E-05;-1.117E-04;-4.009E-05;-4.931E-05;-8.394E-05;-5.215E-05;8.651E-05;6.278E-05;7.462E-06;-3.432E-05;-4.191E-05;-7.169E-05;-1.086E-05;-1.325E-05;-6.575E-05;-5.591E-05;-9.818E-05;-8.743E-05;-6.063E-05;6.602E-06;1.707E-05;-2.468E-05;-5.283E-05;-3.989E-05;3.514E-05;3.274E-05;6.284E-05;-2.633E-05;1.217E-05;1.818E-05;-2.048E-05;-4.724E-05;4.749E-06;-5.836E-05;-7.195E-05;7.697E-05;-4.411E-05;-5.748E-05;9.520E-05;1.739E-05;1.344E-04;4.221E-05;-3.768E-05;-2.559E-05;-3.812E-05;5.801E-05;1.496E-04;-4.689E-07;7.943E-05;2.059E-06;-2.347E-05;-4.386E-05;1.026E-04;1.008E-04;
1700;-2.100E-05;-2.463E-05;1.108E-04;8.239E-05;-2.548E-05;2.445E-05;5.399E-05;9.171E-06;8.322E-05;3.240E-05;1.260E-04;5.245E-05;6.260E-05;1.623E-05;2.660E-05;2.931E-05;5.244E-05;2.447E-05;-4.471E-06;5.878E-05;4.767E-05;-1.199E-05;1.824E-05;8.911E-05;-8.440E-05;-1.169E-04;-8.029E-05;-1.132E-04;-4.334E-05;-5.079E-05;-8.642E-05;-5.369E-05;8.590E-05;5.914E-05;4.009E-06;-3.492E-05;-4.406E-05;-7.200E-05;-1.292E-05;-1.228E-05;-6.108E-05;-5.870E-05;-9.830E-05;-8.637E-05;-6.075E-05;3.270E-06;1.732E-05;-1.801E-05;-5.356E-05;-4.086E-05;3.557E-05;3.168E-05;5.818E-05;-2.448E-05;1.236E-05;1.806E-05;-1.930E-05;-4.954E-05;5.324E-06;-5.975E-05;-7.377E-05;7.603E-05;-4.335E-05;-5.533E-05;9.478E-05;1.839E-05;1.317E-04;4.400E-05;-3.753E-05;-2.774E-05;-3.815E-05;5.974E-05;1.495E-04;-1.923E-06;7.758E-05;8.173E-07;-2.377E-05;-4.328E-05;7.951E-05;1.005E-04;
1701;-2.006E-05;-1.652E-05;1.124E-04;8.314E-05;-2.463E-05;2.475E-05;5.245E-05;1.135E-05;8.413E-05;3.231E-05;1.263E-04;5.145E-05;6.360E-05;1.568E-05;2.881E-05;2.798E-05;5.689E-05;2.529E-05;-4.925E-06;5.981E-05;4.764E-05;-1.148E-05;1.582E-05;7.663E-05;-8.004E-05;-1.187E-04;-8.081E-05;-1.145E-04;-4.652E-05;-5.213E-05;-8.845E-05;-5.409E-05;8.512E-05;5.590E-05;-9.879E-07;-3.496E-05;-4.578E-05;-7.224E-05;-1.431E-05;-1.147E-05;-5.845E-05;-5.903E-05;-9.661E-05;-8.482E-05;-6.214E-05;1.484E-06;1.701E-05;-8.656E-06;-5.492E-05;-4.265E-05;3.608E-05;3.138E-05;3.804E-05;-2.236E-05;1.245E-05;1.730E-05;-1.824E-05;-5.248E-05;5.052E-06;-5.969E-05;-7.428E-05;7.322E-05;-4.538E-05;-5.276E-05;9.430E-05;1.802E-05;1.284E-04;4.578E-05;-3.732E-05;-2.941E-05;-3.736E-05;6.056E-05;1.503E-04;-2.044E-06;7.519E-05;-9.696E-07;-2.586E-05;-4.283E-05;6.861E-05;1.021E-04;
1702;-1.958E-05;-1.161E-05;1.141E-04;8.327E-05;-2.436E-05;2.454E-05;5.109E-05;1.296E-05;8.356E-05;3.101E-05;1.261E-04;4.906E-05;6.475E-05;1.708E-05;3.112E-05;2.677E-05;6.107E-05;2.520E-05;-5.773E-06;6.048E-05;4.846E-05;-9.903E-06;1.376E-05;5.359E-05;-7.377E-05;-1.192E-04;-8.005E-05;-1.162E-04;-4.891E-05;-5.485E-05;-8.924E-05;-5.412E-05;8.469E-05;5.391E-05;-6.591E-06;-3.798E-05;-4.724E-05;-7.176E-05;-1.494E-05;-1.089E-05;-5.675E-05;-6.037E-05;-9.542E-05;-8.155E-05;-6.190E-05;9.048E-08;1.535E-05;1.793E-06;-5.659E-05;-4.453E-05;3.660E-05;3.105E-05;1.218E-05;-2.058E-05;1.190E-05;1.751E-05;-1.824E-05;-5.478E-05;5.597E-06;-5.930E-05;-7.301E-05;7.185E-05;-4.817E-05;-5.336E-05;9.390E-05;1.596E-05;1.244E-04;4.651E-05;-3.747E-05;-3.050E-05;-3.597E-05;6.083E-05;1.510E-04;-1.317E-06;7.337E-05;-2.605E-06;-2.947E-05;-4.271E-05;7.052E-05;1.053E-04;
1703;-1.870E-05;-1.043E-05;1.154E-04;8.278E-05;-2.445E-05;2.418E-05;4.915E-05;1.275E-05;8.313E-05;2.959E-05;1.248E-04;4.615E-05;6.599E-05;1.914E-05;3.251E-05;2.550E-05;6.537E-05;2.387E-05;-7.105E-06;6.163E-05;4.897E-05;-8.237E-06;1.430E-05;2.666E-05;-7.035E-05;-1.170E-04;-7.978E-05;-1.193E-04;-5.045E-05;-5.815E-05;-8.969E-05;-5.372E-05;8.530E-05;5.221E-05;-1.104E-05;-4.195E-05;-4.936E-05;-7.206E-05;-1.476E-05;-1.074E-05;-5.436E-05;-6.212E-05;-9.700E-05;-8.107E-05;-5.951E-05;4.539E-07;1.362E-05;9.304E-06;-5.719E-05;-4.686E-05;3.729E-05;3.029E-05;-1.411E-05;-1.964E-05;1.105E-05;1.857E-05;-1.703E-05;-5.544E-05;5.021E-06;-5.854E-05;-7.107E-05;7.182E-05;-4.786E-05;-5.518E-05;9.215E-05;1.284E-05;1.209E-04;4.693E-05;-3.808E-05;-3.180E-05;-3.382E-05;6.056E-05;1.516E-04;-1.014E-06;7.297E-05;-3.665E-06;-3.353E-05;-4.316E-05;7.694E-05;1.084E-04;
1704;-1.912E-05;-1.088E-05;1.157E-04;8.227E-05;-2.496E-05;2.415E-05;4.754E-05;1.208E-05;8.340E-05;2.865E-05;1.226E-04;4.351E-05;6.566E-05;2.023E-05;3.260E-05;2.392E-05;6.894E-05;2.284E-05;-8.468E-06;6.393E-05;4.924E-05;-6.420E-06;1.609E-05;4.645E-06;-6.883E-05;-1.144E-04;-7.905E-05;-1.225E-04;-5.136E-05;-5.964E-05;-9.100E-05;-5.312E-05;8.805E-05;5.024E-05;-1.401E-05;-4.377E-05;-5.139E-05;-7.306E-05;-1.491E-05;-1.141E-05;-5.160E-05;-6.249E-05;-1.002E-04;-8.428E-05;-5.784E-05;6.962E-07;1.471E-05;1.760E-05;-5.535E-05;-4.904E-05;3.760E-05;2.956E-05;-3.237E-05;-1.918E-05;1.051E-05;2.036E-05;-1.536E-05;-5.523E-05;3.386E-06;-5.809E-05;-7.095E-05;7.128E-05;-4.683E-05;-5.612E-05;9.030E-05;7.301E-06;1.179E-04;4.760E-05;-3.738E-05;-3.259E-05;-3.133E-05;5.968E-05;1.517E-04;-1.377E-06;7.307E-05;-5.088E-06;-3.646E-05;-4.392E-05;7.945E-05;1.096E-04;
1705;-2.085E-05;-1.070E-05;1.147E-04;8.187E-05;-2.542E-05;2.324E-05;4.691E-05;1.208E-05;8.292E-05;2.765E-05;1.198E-04;4.230E-05;6.481E-05;1.977E-05;3.157E-05;2.359E-05;7.000E-05;2.205E-05;-8.801E-06;6.765E-05;4.991E-05;-4.149E-06;1.748E-05;-5.229E-06;-6.572E-05;-1.123E-04;-7.857E-05;-1.237E-04;-5.133E-05;-6.073E-05;-9.212E-05;-5.257E-05;9.026E-05;4.873E-05;-1.652E-05;-4.325E-05;-5.348E-05;-7.424E-05;-1.537E-05;-1.401E-05;-5.009E-05;-6.167E-05;-1.034E-04;-8.810E-05;-5.842E-05;-3.820E-10;1.562E-05;2.796E-05;-5.413E-05;-5.052E-05;3.663E-05;2.869E-05;-3.592E-05;-1.946E-05;9.811E-06;2.169E-05;-1.400E-05;-5.581E-05;3.386E-06;-5.836E-05;-7.168E-05;6.955E-05;-4.590E-05;-5.675E-05;8.930E-05;2.940E-06;1.145E-04;4.690E-05;-3.608E-05;-3.225E-05;-2.864E-05;5.859E-05;1.521E-04;-3.316E-06;7.261E-05;-6.391E-06;-3.889E-05;-4.483E-05;7.836E-05;1.094E-04;
1706;-2.194E-05;-9.613E-06;1.132E-04;8.169E-05;-2.629E-05;2.100E-05;4.651E-05;1.162E-05;8.034E-05;2.607E-05;1.174E-04;4.306E-05;6.387E-05;1.953E-05;3.018E-05;2.416E-05;6.903E-05;2.017E-05;-8.317E-06;7.220E-05;5.151E-05;-1.756E-06;1.827E-05;-2.261E-06;-6.196E-05;-1.095E-04;-7.751E-05;-1.263E-04;-4.957E-05;-6.188E-05;-9.278E-05;-5.245E-05;8.957E-05;4.727E-05;-1.877E-05;-4.310E-05;-5.390E-05;-7.566E-05;-1.588E-05;-1.755E-05;-4.891E-05;-6.100E-05;-1.076E-04;-9.019E-05;-5.975E-05;-1.242E-06;1.338E-05;2.387E-05;-5.262E-05;-5.137E-05;3.532E-05;2.687E-05;-2.962E-05;-1.936E-05;8.721E-06;2.348E-05;-1.324E-05;-5.693E-05;4.961E-06;-5.815E-05;-7.277E-05;6.849E-05;-4.432E-05;-5.675E-05;8.966E-05;1.062E-06;1.122E-04;4.512E-05;-3.629E-05;-3.068E-05;-2.673E-05;5.762E-05;1.533E-04;-5.951E-06;7.091E-05;-6.996E-06;-4.061E-05;-4.616E-05;7.615E-05;1.090E-04;
1707;-2.236E-05;-8.098E-06;1.114E-04;8.045E-05;-2.784E-05;1.912E-05;4.669E-05;1.120E-05;7.650E-05;2.532E-05;1.160E-04;4.585E-05;6.293E-05;1.935E-05;2.918E-05;2.516E-05;6.697E-05;1.811E-05;-7.772E-06;7.556E-05;5.448E-05;2.126E-07;1.903E-05;6.462E-06;-5.981E-05;-1.054E-04;-7.509E-05;-1.294E-04;-4.854E-05;-6.224E-05;-9.324E-05;-5.287E-05;8.902E-05;4.588E-05;-2.101E-05;-4.265E-05;-5.269E-05;-7.627E-05;-1.522E-05;-2.104E-05;-4.860E-05;-5.949E-05;-1.128E-04;-8.997E-05;-5.939E-05;-2.211E-06;1.062E-05;4.186E-06;-5.011E-05;-4.949E-05;3.305E-05;2.457E-05;-2.268E-05;-1.927E-05;8.539E-06;2.602E-05;-1.276E-05;-5.790E-05;6.748E-06;-5.827E-05;-7.328E-05;6.904E-05;-4.253E-05;-5.518E-05;9.045E-05;6.380E-07;1.113E-04;4.475E-05;-3.762E-05;-3.137E-05;-2.558E-05;5.798E-05;1.540E-04;-8.283E-06;6.922E-05;-7.542E-06;-4.052E-05;-4.740E-05;7.351E-05;1.100E-04;
1708;-2.200E-05;-5.524E-06;1.098E-04;7.860E-05;-2.923E-05;1.858E-05;4.666E-05;1.011E-05;7.235E-05;2.511E-05;1.151E-04;4.936E-05;6.266E-05;2.002E-05;2.778E-05;2.538E-05;6.446E-05;1.581E-05;-7.378E-06;7.677E-05;5.751E-05;1.212E-06;1.915E-05;1.273E-05;-5.990E-05;-1.007E-04;-7.333E-05;-1.289E-04;-4.991E-05;-6.472E-05;-9.178E-05;-5.324E-05;8.972E-05;4.406E-05;-2.261E-05;-4.292E-05;-5.096E-05;-7.627E-05;-1.282E-05;-2.322E-05;-4.963E-05;-5.873E-05;-1.166E-04;-9.016E-05;-5.902E-05;-3.695E-06;8.867E-06;-2.074E-05;-4.820E-05;-4.695E-05;3.260E-05;2.187E-05;-1.872E-05;-1.958E-05;8.055E-06;2.926E-05;-1.258E-05;-5.578E-05;6.929E-06;-5.887E-05;-7.322E-05;6.967E-05;-4.020E-05;-5.379E-05;8.890E-05;2.940E-06;1.114E-04;4.448E-05;-3.750E-05;-3.331E-05;-2.746E-05;5.856E-05;1.544E-04;-9.918E-06;6.801E-05;-7.027E-06;-3.971E-05;-4.764E-05;7.149E-05;1.124E-04;
1709;-2.055E-05;-3.495E-06;1.072E-04;7.588E-05;-2.984E-05;1.882E-05;4.660E-05;8.778E-06;6.850E-05;2.401E-05;1.151E-04;5.369E-05;6.311E-05;2.108E-05;2.633E-05;2.516E-05;6.264E-05;1.415E-05;-5.955E-06;7.501E-05;5.990E-05;1.697E-06;1.924E-05;1.476E-05;-6.190E-05;-9.717E-05;-7.333E-05;-1.254E-04;-5.000E-05;-6.915E-05;-9.115E-05;-5.181E-05;9.026E-05;4.243E-05;-2.195E-05;-4.456E-05;-5.069E-05;-7.600E-05;-1.077E-05;-2.328E-05;-5.121E-05;-5.867E-05;-1.179E-04;-9.109E-05;-5.960E-05;-5.724E-06;7.655E-06;-4.627E-05;-4.632E-05;-4.595E-05;3.245E-05;2.160E-05;-1.720E-05;-2.142E-05;6.813E-06;3.117E-05;-1.221E-05;-5.023E-05;6.021E-06;-5.799E-05;-7.256E-05;6.946E-05;-3.787E-05;-5.479E-05;8.709E-05;9.118E-06;1.116E-04;4.248E-05;-3.620E-05;-3.404E-05;-2.791E-05;5.635E-05;1.550E-04;-9.343E-06;6.661E-05;-5.543E-06;-3.943E-05;-4.692E-05;7.127E-05;1.142E-04;
1710;-1.846E-05;-1.738E-06;1.042E-04;7.391E-05;-2.935E-05;1.891E-05;4.718E-05;7.324E-06;6.526E-05;2.292E-05;1.160E-04;5.817E-05;6.423E-05;2.220E-05;2.509E-05;2.556E-05;6.183E-05;1.366E-05;-4.016E-06;7.168E-05;6.190E-05;2.454E-06;1.939E-05;1.518E-05;-6.441E-05;-9.477E-05;-7.578E-05;-1.219E-04;-4.785E-05;-7.166E-05;-9.405E-05;-5.163E-05;8.993E-05;4.134E-05;-1.801E-05;-4.543E-05;-5.148E-05;-7.487E-05;-1.067E-05;-2.210E-05;-5.381E-05;-5.958E-05;-1.153E-04;-9.224E-05;-6.057E-05;-7.572E-06;5.445E-06;-6.281E-05;-4.496E-05;-4.655E-05;3.069E-05;2.311E-05;-1.569E-05;-2.497E-05;6.359E-06;3.144E-05;-1.061E-05;-4.333E-05;5.536E-06;-5.809E-05;-7.213E-05;6.976E-05;-3.627E-05;-5.554E-05;8.600E-05;1.805E-05;1.121E-04;3.991E-05;-3.544E-05;-3.304E-05;-2.537E-05;5.501E-05;1.538E-04;-6.375E-06;6.604E-05;-3.816E-06;-3.980E-05;-4.540E-05;7.194E-05;1.149E-04;
1711;-1.631E-05;-3.754E-07;1.018E-04;7.303E-05;-2.932E-05;1.670E-05;4.715E-05;4.871E-06;6.123E-05;2.077E-05;1.164E-04;6.184E-05;6.553E-05;2.304E-05;2.476E-05;2.719E-05;6.052E-05;1.339E-05;-2.441E-06;6.883E-05;6.314E-05;2.302E-06;1.900E-05;1.570E-05;-6.623E-05;-9.250E-05;-7.984E-05;-1.195E-04;-4.585E-05;-7.290E-05;-9.663E-05;-5.348E-05;8.684E-05;4.100E-05;-1.077E-05;-4.565E-05;-5.211E-05;-7.366E-05;-1.095E-05;-2.176E-05;-5.702E-05;-6.034E-05;-1.104E-04;-9.334E-05;-6.281E-05;-1.063E-05;5.021E-06;-6.584E-05;-4.511E-05;-4.786E-05;2.860E-05;2.305E-05;-1.266E-05;-2.757E-05;5.904E-06;3.096E-05;-9.154E-06;-3.661E-05;4.416E-06;-5.815E-05;-7.216E-05;7.058E-05;-3.545E-05;-5.424E-05;8.582E-05;2.556E-05;1.126E-04;3.748E-05;-3.502E-05;-3.168E-05;-2.261E-05;5.647E-05;1.529E-04;-4.406E-06;6.583E-05;-1.303E-06;-3.916E-05;-4.374E-05;7.391E-05;1.146E-04;
1712;-1.458E-05;4.423E-07;9.933E-05;7.052E-05;-2.935E-05;1.509E-05;4.742E-05;3.508E-06;5.948E-05;1.947E-05;1.174E-04;6.529E-05;6.675E-05;2.277E-05;2.427E-05;2.859E-05;5.889E-05;1.306E-05;-1.381E-06;6.578E-05;6.429E-05;1.878E-06;1.866E-05;1.788E-05;-6.596E-05;-9.093E-05;-8.199E-05;-1.173E-04;-4.494E-05;-7.308E-05;-9.693E-05;-5.445E-05;7.936E-05;3.813E-05;-2.563E-06;-4.556E-05;-5.305E-05;-7.415E-05;-1.086E-05;-2.231E-05;-5.954E-05;-6.052E-05;-1.050E-04;-9.391E-05;-6.596E-05;-1.420E-05;5.445E-06;-5.981E-05;-4.693E-05;-4.892E-05;2.715E-05;2.133E-05;-1.090E-05;-2.697E-05;5.117E-06;3.035E-05;-7.609E-06;-2.991E-05;2.811E-06;-5.812E-05;-7.028E-05;7.161E-05;-3.608E-05;-5.348E-05;8.503E-05;3.359E-05;1.142E-04;3.488E-05;-3.399E-05;-3.092E-05;-2.146E-05;5.901E-05;1.531E-04;-1.711E-06;6.213E-05;1.998E-06;-3.522E-05;-4.316E-05;7.775E-05;1.145E-04;
